Nonimmigrant Visa Issuances by Nationality                                                      March 2024 (FY 2024),,
Nationality,Visa Class,Issuances
Belarus,B1/B2,631
Belarus,C1,1
Belarus,C1/D,28
Belarus,E2,4
Belarus,F1,8
Belarus,G1,3
Belarus,G4,8
Belarus,H1B,4
Belarus,H4,3
Belarus,J1,59
Belarus,J2,3
Belarus,K1,11
Belarus,K2,4
Belarus,L1,12
Belarus,L2,14
Belarus,O1,4
Belarus,O3,3
Belarus,P1,1
Belarus,P4,3
Belarus,R1,2
Belarus,R2,1
Belgium,A1,2
Belgium,A2,24
Belgium,B1/B2,259
Belgium,C1/D,77
Belgium,E2,22
Belgium,E3D,1
Belgium,F1,17
Belgium,G2,8
Belgium,G4,14
Belgium,H1B,11
Belgium,H2A,1
Belgium,H4,1
Belgium,I,18
Belgium,J1,41
Belgium,J2,1
Belgium,K1,4
Belgium,L1,25
Belgium,L2,23
Belgium,M1,3
Belgium,NATO2,85
Belgium,NATO4,1
Belgium,NATO6,2
Belgium,O1,8
Belgium,O2,7
Belgium,O3,1
Belgium,P1,19
Belgium,P3,1
Belize,A2,14
Belize,B1/B2,680
Belize,C1,9
Belize,C1/D,2
Belize,C3,10
Belize,F1,3
Belize,G1,1
Belize,H1B,1
Belize,H2A,4
Belize,H2B,12
Belize,J1,16
Belize,J2,3
Belize,K1,1
Belize,L1,1
Belize,M1,1
Benin,A1,5
Benin,A2,7
Benin,B1/B2,195
Benin,F1,17
Benin,F2,1
Benin,G2,4
Benin,G4,4
Benin,J1,1
Benin,J2,1
Benin,K1,6
Benin,K2,6
Benin,P1,1
Benin,R1,1
Bermuda,B1/B2,11
Bermuda,J1,1
Bermuda,J2,1
Bhutan,A1,1
Bhutan,A2,8
Bhutan,B1/B2,57
Bhutan,F1,2
Bhutan,F2,2
Bhutan,G2,10
Bhutan,H4,1
Bhutan,J1,1
Bhutan,K1,1
Bhutan,K2,1
Bhutan,P3,1
Bhutan,R1,1
Bolivia,A1,2
Bolivia,B1,2
Bolivia,B1/B2,"2,316"
Bolivia,C1,1
Bolivia,C1/D,35
Bolivia,C3,2
Bolivia,E2,2
Bolivia,F1,17
Bolivia,F2,2
Bolivia,G2,6
Bolivia,G4,12
Bolivia,G5,1
Bolivia,H1B,3
Bolivia,H2A,1
Bolivia,H2B,2
Bolivia,H4,3
Bolivia,I,1
Bolivia,J1,49
Bolivia,K1,3
Bolivia,K2,1
Bolivia,L1,1
Bolivia,L2,3
Bolivia,R1,1
Bosnia-Herzegovina,A2,15
Bosnia-Herzegovina,B1,34
Bosnia-Herzegovina,B1/B2,374
Bosnia-Herzegovina,C1/D,10
Bosnia-Herzegovina,E2,5
Bosnia-Herzegovina,G4,9
Bosnia-Herzegovina,H2B,5
Bosnia-Herzegovina,J1,281
Bosnia-Herzegovina,J2,1
Bosnia-Herzegovina,K1,5
Bosnia-Herzegovina,L1,1
Bosnia-Herzegovina,O2,1
Bosnia-Herzegovina,O3,3
Bosnia-Herzegovina,P3,6
Botswana,A2,5
Botswana,B1/B2,130
Botswana,C1/D,2
Botswana,F1,3
Botswana,G1,1
Botswana,G2,8
Botswana,G4,3
Botswana,H1B,2
Botswana,H2A,1
Botswana,I,3
Botswana,J1,11
Brazil,A1,5
Brazil,A2,314
Brazil,B1,269
Brazil,B1/B2,"106,014"
Brazil,B2,5
Brazil,C1,49
Brazil,C1/D,490
Brazil,C3,15
Brazil,E2,21
Brazil,E3D,2
Brazil,F1,291
Brazil,F2,106
Brazil,G1,2
Brazil,G2,74
Brazil,G4,69
Brazil,H1B,93
Brazil,H2A,107
Brazil,H2B,28
Brazil,H3,2
Brazil,H4,63
Brazil,I,31
Brazil,J1,864
Brazil,J2,83
Brazil,K1,119
Brazil,K2,19
Brazil,L1,416
Brazil,L2,521
Brazil,M1,5
Brazil,O1,147
Brazil,O2,68
Brazil,O3,51
Brazil,P1,74
Brazil,P3,7
Brazil,P4,11
Brazil,R1,8
Brazil,R2,1
Brazil,TD,2
Brazil,U1,1
Brazil,U2,1
Brazil,U3,1
British National Overseas (Hong Kong) Passport,B1/B2,260
British National Overseas (Hong Kong) Passport,C1/D,2
British National Overseas (Hong Kong) Passport,F1,1
British National Overseas (Hong Kong) Passport,J1,1
British National Overseas (Hong Kong) Passport,L1,3
British National Overseas (Hong Kong) Passport,O1,2
British National Overseas (Hong Kong) Passport,O2,2
British Virgin Islands,B1/B2,3
Brunei,A1,3
Brunei,A2,7
Brunei,A3,1
Brunei,B1/B2,5
Brunei,J1,6
Bulgaria,A2,3
Bulgaria,B1,15
Bulgaria,B1/B2,"1,282"
Bulgaria,B2,6
Bulgaria,C1/D,58
Bulgaria,E2,2
Bulgaria,F1,6
Bulgaria,F2,3
Bulgaria,G2,2
Bulgaria,G4,3
Bulgaria,H1B,1
Bulgaria,H2A,1
Bulgaria,H2B,43
Bulgaria,I,1
Bulgaria,J1,982
Bulgaria,K1,4
Bulgaria,K2,2
Bulgaria,L1,5
Bulgaria,L2,6
Bulgaria,NATO2,4
Bulgaria,P1,8
Burkina Faso,A2,1
Burkina Faso,B1/B2,159
Burkina Faso,F1,9
Burkina Faso,G1,2
Burkina Faso,G2,12
Burkina Faso,G4,9
Burkina Faso,J1,2
Burkina Faso,K1,1
Burma,A1,6
Burma,B1,10
Burma,B1/B2,564
Burma,C1,105
Burma,D,226
Burma,E2,1
Burma,F1,398
Burma,F2,4
Burma,G4,3
Burma,H1B,5
Burma,J1,38
Burma,K1,13
Burma,L1,1
Burma,L2,1
Burma,M1,1
Burma,O1,1
Burundi,A1,6
Burundi,A2,1
Burundi,B1/B2,79
Burundi,C1,1
Burundi,C1/D,1
Burundi,G2,12
Burundi,G4,5
Burundi,J1,1
Burundi,K1,5
Cabo Verde,A2,8
Cabo Verde,B1/B2,209
Cabo Verde,C1/D,3
Cabo Verde,F1,1
Cabo Verde,G1,1
Cabo Verde,G2,3
Cabo Verde,J1,3
Cabo Verde,K1,7
Cabo Verde,K2,1
Cabo Verde,M1,2
Cabo Verde,O2,1
Cabo Verde,R2,4
Cambodia,A1,9
Cambodia,A2,7
Cambodia,B1,6
Cambodia,B1/B2,896
Cambodia,D,1
Cambodia,F1,20
Cambodia,F2,1
Cambodia,G1,2
Cambodia,G2,3
Cambodia,G4,5
Cambodia,H1B,1
Cambodia,H4,2
Cambodia,J1,17
Cambodia,K1,47
Cambodia,K2,8
Cambodia,L1,1
Cambodia,L2,3
Cambodia,M1,4
Cambodia,R1,3
Cameroon,A1,2
Cameroon,A2,16
Cameroon,B1/B2,860
Cameroon,C1/D,5
Cameroon,E2,1
Cameroon,F1,17
Cameroon,F2,1
Cameroon,G1,10
Cameroon,G2,33
Cameroon,G3,1
Cameroon,G4,31
Cameroon,H1B,3
Cameroon,H4,8
Cameroon,J1,23
Cameroon,J2,7
Cameroon,K1,38
Cameroon,K2,5
Cameroon,L1,2
Cameroon,L2,1
Cameroon,O1,2
Cameroon,P1,2
Canada,A1,12
Canada,A2,2
Canada,B1/B2,20
Canada,C1/D,2
Canada,E1,78
Canada,E2,479
Canada,E3D,1
Canada,F1,9
Canada,G4,30
Canada,H1B,10
Canada,H2A,2
Canada,H4,22
Canada,I,7
Canada,J1,9
Canada,J2,4
Canada,K1,61
Canada,K2,2
Canada,L1,9
Canada,L2,19
Canada,M1,2
Canada,NATO2,15
Canada,O1,2
Canada,O2,1
Canada,O3,1
Canada,P3,1
Canada,R1,3
Canada,R2,1
Canada,TN,4
Cayman Islands,B1/B2,128
Cayman Islands,C1/D,2
Cayman Islands,F1,1
Cayman Islands,M1,1
Central African Republic,A2,2
Central African Republic,B1/B2,6
Central African Republic,G2,16
Central African Republic,J1,2
Central African Republic,K1,1
Chad,A2,5
Chad,B1/B2,59
Chad,F1,5
Chad,G1,1
Chad,G2,29
Chad,G4,2
Chad,J1,3
Chad,K1,1
Chad,L1,2
Chile,A2,36
Chile,B1,13
Chile,B1/B2,698
Chile,B2,2
Chile,C1,2
Chile,C1/D,74
Chile,C3,4
Chile,E1,1
Chile,E2,11
Chile,F1,90
Chile,F2,23
Chile,G2,2
Chile,G3,1
Chile,G4,7
Chile,H1B,36
Chile,H1B1,205
Chile,H2A,7
Chile,H2B,6
Chile,H4,213
Chile,I,4
Chile,J1,93
Chile,J2,8
Chile,K1,4
Chile,L1,35
Chile,L2,45
Chile,M1,2
Chile,O1,8
Chile,O2,4
Chile,O3,6
Chile,P1,10
Chile,P3,1
Chile,R1,7
Chile,R2,1
Chile,TD,3
China - mainland,A1,45
China - mainland,A2,48
China - mainland,B1,339
China - mainland,B1/B2,"58,624"
China - mainland,B2,34
China - mainland,C1,24
China - mainland,C1/D,"1,103"
China - mainland,C3,4
China - mainland,CW1,31
China - mainland,CW2,3
China - mainland,E1,1
China - mainland,E2,9
China - mainland,E3D,2
China - mainland,F1,"1,805"
China - mainland,F2,103
China - mainland,G1,8
China - mainland,G2,74
China - mainland,G4,91
China - mainland,H1B,"2,231"
China - mainland,H3,1
China - mainland,H4,306
China - mainland,I,9
China - mainland,J1,"1,025"
China - mainland,J2,170
China - mainland,K1,49
China - mainland,K2,7
China - mainland,L1,441
China - mainland,L2,358
China - mainland,M1,4
China - mainland,O1,121
China - mainland,O2,5
China - mainland,O3,28
China - mainland,P1,17
China - mainland,P3,105
China - mainland,Q1,6
China - mainland,R1,1
China - mainland,TD,3
Colombia,A1,6
Colombia,A2,249
Colombia,A3,2
Colombia,B1,20
Colombia,B1/B2,"35,432"
Colombia,B2,4
Colombia,BBBCC,1
Colombia,BBBCV,2
Colombia,C1,17
Colombia,C1/D,200
Colombia,C2,10
Colombia,E1,18
Colombia,E2,51
Colombia,F1,139
Colombia,F2,18
Colombia,G1,5
Colombia,G2,4
Colombia,G4,48
Colombia,G5,1
Colombia,H1B,39
Colombia,H2A,8
Colombia,H2B,43
Colombia,H4,32
Colombia,I,25
Colombia,J1,"1,339"
Colombia,J2,31
Colombia,K1,141
Colombia,K2,42
Colombia,L1,47
Colombia,L2,34
Colombia,M1,4
Colombia,O1,26
Colombia,O2,46
Colombia,O3,11
Colombia,P1,39
Colombia,P3,14
Colombia,P4,10
Colombia,Q1,1
Colombia,R1,5
Colombia,R2,2
Colombia,TD,5
Colombia,U3,2
Comoros,A1,2
Comoros,A2,2
Comoros,A3,1
Comoros,B1/B2,2
Comoros,G1,1
Comoros,G2,7
Comoros,G4,2
Comoros,J1,1
"Congo, Democratic Republic of the",A2,27
"Congo, Democratic Republic of the",B1,1
"Congo, Democratic Republic of the",B1/B2,939
"Congo, Democratic Republic of the",C1,1
"Congo, Democratic Republic of the",F1,65
"Congo, Democratic Republic of the",G2,23
"Congo, Democratic Republic of the",G4,5
"Congo, Democratic Republic of the",H1B,1
"Congo, Democratic Republic of the",J1,9
"Congo, Democratic Republic of the",K1,3
"Congo, Democratic Republic of the",K2,1
"Congo, Democratic Republic of the",L2,1
"Congo, Democratic Republic of the",O1,1
"Congo, Democratic Republic of the",O2,2
"Congo, Democratic Republic of the",R1,1
"Congo, Republic of the",A1,1
"Congo, Republic of the",A2,27
"Congo, Republic of the",B1/B2,131
"Congo, Republic of the",C1/D,1
"Congo, Republic of the",C3,1
"Congo, Republic of the",F1,1
"Congo, Republic of the",G1,3
"Congo, Republic of the",G4,3
"Congo, Republic of the",H1B,1
"Congo, Republic of the",J1,2
Costa Rica,A1,1
Costa Rica,A2,8
Costa Rica,B1,4
Costa Rica,B1/B2,"7,054"
Costa Rica,C1,3
Costa Rica,C1/D,20
Costa Rica,C3,1
Costa Rica,E1,2
Costa Rica,E2,4
Costa Rica,E3D,1
Costa Rica,F1,22
Costa Rica,F2,1
Costa Rica,G1,2
Costa Rica,G4,3
Costa Rica,H1B,7
Costa Rica,H2A,46
Costa Rica,H2B,62
Costa Rica,I,2
Costa Rica,J1,21
Costa Rica,J2,3
Costa Rica,K1,11
Costa Rica,K2,8
Costa Rica,L1,20
Costa Rica,L2,10
Costa Rica,O1,1
Costa Rica,R1,1
Costa Rica,R2,1
Costa Rica,TD,1
Cote d'Ivoire,A2,20
Cote d'Ivoire,A3,1
Cote d'Ivoire,B1/B2,728
Cote d'Ivoire,C1,2
Cote d'Ivoire,C1/D,3
Cote d'Ivoire,C2,3
Cote d'Ivoire,F1,26
Cote d'Ivoire,G2,23
Cote d'Ivoire,G4,17
Cote d'Ivoire,H1B,1
Cote d'Ivoire,H4,1
Cote d'Ivoire,I,1
Cote d'Ivoire,J1,3
Cote d'Ivoire,K1,5
Cote d'Ivoire,K2,1
Cote d'Ivoire,L1,1
Cote d'Ivoire,O1,1
Cote d'Ivoire,P3,6
Cote d'Ivoire,R1,1
Croatia,A1,1
Croatia,A2,3
Croatia,B1,34
Croatia,B1/B2,76
Croatia,B2,1
Croatia,C1/D,35
Croatia,F1,2
Croatia,F2,1
Croatia,G2,2
Croatia,G4,2
Croatia,H1B,1
Croatia,H2B,5
Croatia,J1,577
Croatia,K1,3
Croatia,L1,7
Croatia,L2,1
Croatia,NATO2,6
Croatia,O1,2
Croatia,P1,8
Croatia,P3,1
Cuba,A1,8
Cuba,A2,5
Cuba,B1,113
Cuba,B1/B2,110
Cuba,B2,790
Cuba,C1/D,1
Cuba,F1,2
Cuba,F2,1
Cuba,G1,14
Cuba,G2,6
Cuba,G4,1
Cuba,H1B,1
Cuba,H4,1
Cuba,I,1
Cuba,J1,2
Cuba,J2,2
Cuba,K1,41
Cuba,K2,15
Cuba,O1,3
Cuba,O2,10
Cuba,P1,9
Cuba,P3,9
Cuba,P4,1
Cuba,R2,1
Cyprus,A2,16
Cyprus,B1/B2,434
Cyprus,C1/D,13
Cyprus,F1,2
Cyprus,G1,3
Cyprus,G2,3
Cyprus,G4,2
Cyprus,H1B,1
Cyprus,J1,5
Cyprus,J2,3
Cyprus,O1,3
Cyprus,O3,1
Cyprus,R1,1
Czech Republic,A2,20
Czech Republic,B1/B2,102
Czech Republic,C1/D,24
Czech Republic,E2,12
Czech Republic,F1,5
Czech Republic,G2,4
Czech Republic,G3,1
Czech Republic,G4,2
Czech Republic,H1B,4
Czech Republic,H2B,1
Czech Republic,H4,7
Czech Republic,I,7
Czech Republic,J1,101
Czech Republic,J2,2
Czech Republic,L1,13
Czech Republic,L2,4
Czech Republic,M1,1
Czech Republic,NATO2,19
Czech Republic,O1,4
Czech Republic,P1,2
Denmark,A1,3
Denmark,A2,43
Denmark,B1/B2,201
Denmark,C1/D,72
Denmark,E2,17
Denmark,F1,10
Denmark,G1,1
Denmark,G2,15
Denmark,G3,1
Denmark,G4,5
Denmark,H1B,1
Denmark,H2A,4
Denmark,H3,1
Denmark,H4,1
Denmark,I,8
Denmark,J1,63
Denmark,J2,10
Denmark,K1,3
Denmark,L1,26
Denmark,L2,25
Denmark,NATO2,20
Denmark,NATO6,1
Denmark,O1,7
Denmark,O2,3
Denmark,P1,4
Djibouti,A2,4
Djibouti,B1,2
Djibouti,B1/B2,11
Djibouti,F1,1
Djibouti,G4,1
Djibouti,J1,1
Djibouti,K1,1
Dominica,B1/B2,256
Dominica,C1/D,5
Dominica,C3,1
Dominica,F1,2
Dominica,G4,1
Dominica,J1,2
Dominica,K1,1
Dominican Republic,A2,37
Dominican Republic,B1,31
Dominican Republic,B1/B2,"10,939"
Dominican Republic,B2,1
Dominican Republic,C1,4
Dominican Republic,C1/D,52
Dominican Republic,F1,30
Dominican Republic,F2,3
Dominican Republic,G2,1
Dominican Republic,G4,2
Dominican Republic,H1B,8
Dominican Republic,H2A,6
Dominican Republic,H2B,48
Dominican Republic,H4,2
Dominican Republic,I,23
Dominican Republic,J1,"2,141"
Dominican Republic,J2,9
Dominican Republic,K1,231
Dominican Republic,K2,44
Dominican Republic,L1,14
Dominican Republic,L2,17
Dominican Republic,M1,2
Dominican Republic,O1,7
Dominican Republic,O2,6
Dominican Republic,O3,6
Dominican Republic,P1,91
Dominican Republic,P4,9
Dominican Republic,R1,2
Dominican Republic,U3,3
Ecuador,A1,7
Ecuador,A2,21
Ecuador,B1,30
Ecuador,B1/B2,"22,047"
Ecuador,B2,2
Ecuador,BBBCC,1
Ecuador,C1,2
Ecuador,C1/D,41
Ecuador,C2,1
Ecuador,F1,85
Ecuador,F2,4
Ecuador,G2,4
Ecuador,G4,12
Ecuador,H1B,11
Ecuador,H2A,16
Ecuador,H2B,8
Ecuador,H4,5
Ecuador,I,7
Ecuador,J1,488
Ecuador,J2,3
Ecuador,K1,46
Ecuador,K2,11
Ecuador,L1,14
Ecuador,L2,24
Ecuador,M1,5
Ecuador,NATO2,1
Ecuador,O1,2
Ecuador,P1,1
Ecuador,P3,1
Ecuador,R1,3
Ecuador,R2,4
Ecuador,U2,1
Ecuador,U3,8
Egypt,A1,8
Egypt,A2,86
Egypt,A3,1
Egypt,B1,4
Egypt,B1/B2,"7,021"
Egypt,C1,4
Egypt,C1/D,135
Egypt,E2,6
Egypt,F1,64
Egypt,F2,44
Egypt,G1,2
Egypt,G2,2
Egypt,G4,18
Egypt,H1B,24
Egypt,H2A,22
Egypt,H4,29
Egypt,I,4
Egypt,J1,76
Egypt,J2,21
Egypt,K1,32
Egypt,L1,28
Egypt,L2,38
Egypt,O1,7
Egypt,O2,12
Egypt,O3,3
Egypt,P3,5
Egypt,R1,3
Egypt,R2,8
El Salvador,A1,4
El Salvador,A2,27
El Salvador,B1,17
El Salvador,B1/B2,"3,848"
El Salvador,C1,18
El Salvador,C1/D,58
El Salvador,C3,4
El Salvador,F1,12
El Salvador,F2,2
El Salvador,G1,1
El Salvador,G4,13
El Salvador,H1B,6
El Salvador,H2A,50
El Salvador,H2B,"1,583"
El Salvador,H4,2
El Salvador,I,4
El Salvador,J1,16
El Salvador,K1,23
El Salvador,K2,5
El Salvador,L1,5
El Salvador,L2,6
El Salvador,O1,1
El Salvador,P3,3
El Salvador,Q1,1
El Salvador,R1,3
El Salvador,R2,3
El Salvador,T4,3
El Salvador,T5,3
El Salvador,TD,2
El Salvador,U3,13
Equatorial Guinea,A1,5
Equatorial Guinea,A2,35
Equatorial Guinea,B1/B2,63
Equatorial Guinea,F1,5
Equatorial Guinea,G2,4
Equatorial Guinea,J1,3
Equatorial Guinea,K1,1
Eritrea,B1,4
Eritrea,B1/B2,62
Eritrea,F1,2
Eritrea,G4,1
Eritrea,K1,12
Eritrea,P1,1
Estonia,A2,15
Estonia,B1,1
Estonia,B1/B2,48
Estonia,C1/D,13
Estonia,E2,3
Estonia,E3D,1
Estonia,F1,1
Estonia,G2,4
Estonia,G4,1
Estonia,H1B,2
Estonia,I,1
Estonia,J1,85
Estonia,NATO2,17
Estonia,NATO6,2
Estonia,O1,3
Estonia,P1,2
Eswatini,A1,2
Eswatini,A2,3
Eswatini,B1/B2,47
Eswatini,F1,1
Eswatini,F2,1
Eswatini,G2,7
Eswatini,G4,3
Eswatini,J1,8
Eswatini,K1,1
Ethiopia,A1,10
Ethiopia,A2,2
Ethiopia,B1,4
Ethiopia,B1/B2,"1,462"
Ethiopia,C1/D,97
Ethiopia,D,1
Ethiopia,E2,3
Ethiopia,F1,51
Ethiopia,F2,4
Ethiopia,G1,5
Ethiopia,G2,6
Ethiopia,G4,63
Ethiopia,H1B,5
Ethiopia,H4,3
Ethiopia,J1,21
Ethiopia,J2,2
Ethiopia,K1,68
Ethiopia,K2,5
Ethiopia,L1,2
Ethiopia,L2,4
Ethiopia,P1,3
Ethiopia,R1,1
Fiji,A1,3
Fiji,A2,17
Fiji,B1/B2,217
Fiji,C1,2
Fiji,C1/D,26
Fiji,C3,8
Fiji,F1,1
Fiji,G1,1
Fiji,G2,4
Fiji,G4,6
Fiji,J1,7
Fiji,R1,1
Finland,A1,2
Finland,A2,22
Finland,B1,5
Finland,B1/B2,94
Finland,B2,1
Finland,C1/D,84
Finland,E2,3
Finland,F1,9
Finland,G1,1
Finland,G2,7
Finland,G3,1
Finland,G4,5
Finland,H1B,3
Finland,H4,1
Finland,I,5
Finland,J1,20
Finland,J2,4
Finland,K1,1
Finland,L1,14
Finland,L2,12
Finland,NATO2,114
Finland,O1,4
Finland,O2,8
Finland,P1,19
France,A1,15
France,A2,90
France,B1,14
France,B1/B2,"1,378"
France,C1,2
France,C1/D,569
France,C3,2
France,E1,38
France,E2,335
France,E3D,1
France,F1,171
France,F2,2
France,G1,4
France,G2,19
France,G3,8
France,G4,78
France,H1B,42
France,H2A,3
France,H2B,1
France,H3,2
France,H4,19
France,I,62
France,J1,741
France,J2,27
France,K1,10
France,L1,234
France,L2,218
France,M1,20
France,M2,1
France,NATO2,62
France,NATO6,2
France,O1,75
France,O2,67
France,O3,5
France,P1,66
France,P3,17
France,P4,2
France,Q1,35
France,R1,5
France,TD,2
Gabon,A1,1
Gabon,A2,29
Gabon,B1/B2,92
Gabon,C2,3
Gabon,G2,2
Gabon,G4,3
Gabon,J1,2
"Gambia, The",A2,2
"Gambia, The",B1/B2,93
"Gambia, The",C1,16
"Gambia, The",C1/D,5
"Gambia, The",C2,1
"Gambia, The",F1,3
"Gambia, The",G2,11
"Gambia, The",G4,1
"Gambia, The",J1,11
"Gambia, The",K2,1
"Gambia, The",P3,1
Georgia,A2,56
Georgia,A3,2
Georgia,B1,1
Georgia,B1/B2,481
Georgia,C1/D,89
Georgia,F1,13
Georgia,G2,10
Georgia,G4,8
Georgia,H4,1
Georgia,I,2
Georgia,J1,42
Georgia,J2,4
Georgia,K1,1
Georgia,O1,4
Germany,A1,7
Germany,A2,169
Germany,B1,6
