Nonimmigrant Visa Issuances by Nationality                                                      May 2024 (FY 2024),,
Nationality,Visa Class,Issuances
Belarus,O1,2
Belarus,O2,2
Belarus,O3,1
Belarus,P1,2
Belarus,P4,1
Belgium,A1,8
Belgium,A2,24
Belgium,B1,2
Belgium,B1/B2,212
Belgium,C1/D,63
Belgium,E2,14
Belgium,F1,72
Belgium,F2,4
Belgium,G1,2
Belgium,G2,4
Belgium,G3,2
Belgium,G4,8
Belgium,H1B,8
Belgium,I,15
Belgium,J1,87
Belgium,J2,7
Belgium,K1,2
Belgium,L1,33
Belgium,L2,22
Belgium,M1,2
Belgium,NATO2,60
Belgium,NATO4,2
Belgium,NATO6,5
Belgium,O1,8
Belgium,O2,4
Belgium,P1,6
Belgium,P3,5
Belgium,R1,1
Belize,A1,1
Belize,A2,51
Belize,B1/B2,920
Belize,C1,8
Belize,C3,20
Belize,F1,14
Belize,G4,3
Belize,H1B,1
Belize,H2A,2
Belize,H2B,15
Belize,H4,2
Belize,J1,13
Belize,K1,3
Belize,K2,2
Belize,R1,1
Belize,TD,1
Belize,U3,1
Benin,A1,2
Benin,A2,4
Benin,B1/B2,167
Benin,F1,18
Benin,G2,3
Benin,G4,7
Benin,H1B,1
Benin,H4,1
Benin,J1,18
Bermuda,B1/B2,29
Bermuda,F1,1
Bermuda,K1,1
Bermuda,P1,1
Bhutan,B1/B2,45
Bhutan,C1,1
Bhutan,F1,8
Bhutan,F2,1
Bhutan,G2,1
Bhutan,J1,5
Bhutan,R1,4
Bhutan,R2,3
Bolivia,A2,6
Bolivia,B1,9
Bolivia,B1/B2,"2,376"
Bolivia,C1/D,9
Bolivia,F1,44
Bolivia,F2,2
Bolivia,G2,1
Bolivia,G4,12
Bolivia,H1B,4
Bolivia,I,2
Bolivia,J1,39
Bolivia,J2,1
Bolivia,K1,5
Bolivia,L1,5
Bolivia,L2,7
Bolivia,M1,1
Bolivia,O2,3
Bolivia,O3,6
Bolivia,R1,2
Bosnia-Herzegovina,A2,20
Bosnia-Herzegovina,B1,13
Bosnia-Herzegovina,B1/B2,329
Bosnia-Herzegovina,C1/D,16
Bosnia-Herzegovina,E2,1
Bosnia-Herzegovina,F1,6
Bosnia-Herzegovina,G4,2
Bosnia-Herzegovina,H1B,2
Bosnia-Herzegovina,H4,2
Bosnia-Herzegovina,I,1
Bosnia-Herzegovina,J1,106
Bosnia-Herzegovina,K1,9
Bosnia-Herzegovina,L1,1
Bosnia-Herzegovina,L2,2
Bosnia-Herzegovina,P1,1
Bosnia-Herzegovina,P3,8
Botswana,A1,3
Botswana,A2,42
Botswana,B1/B2,69
Botswana,C3,3
Botswana,F1,4
Botswana,F2,1
Botswana,G4,2
Botswana,H1B,2
Botswana,H4,3
Botswana,J1,28
Botswana,J2,1
Botswana,M1,1
Brazil,A1,17
Brazil,A2,532
Brazil,B1,271
Brazil,B1/B2,"86,683"
Brazil,B2,2
Brazil,C1,28
Brazil,C1/D,481
Brazil,C3,10
Brazil,E2,10
Brazil,E3D,3
Brazil,F1,"1,037"
Brazil,F2,171
Brazil,G1,29
Brazil,G2,23
Brazil,G4,53
Brazil,H1B,125
Brazil,H2A,22
Brazil,H2B,10
Brazil,H3,1
Brazil,H4,91
Brazil,I,36
Brazil,J1,864
Brazil,J2,176
Brazil,K1,81
Brazil,K2,13
Brazil,L1,351
Brazil,L2,450
Brazil,M1,17
Brazil,O1,118
Brazil,O2,68
Brazil,O3,48
Brazil,P1,89
Brazil,P3,16
Brazil,P4,12
Brazil,R1,16
Brazil,R2,12
Brazil,TD,2
British National Overseas (Hong Kong) Passport,B1/B2,179
British National Overseas (Hong Kong) Passport,C1/D,2
British National Overseas (Hong Kong) Passport,F1,3
British National Overseas (Hong Kong) Passport,H1B,4
British National Overseas (Hong Kong) Passport,J1,3
British National Overseas (Hong Kong) Passport,K1,1
British National Overseas (Hong Kong) Passport,L1,1
British National Overseas (Hong Kong) Passport,L2,1
British Virgin Islands,B1/B2,2
British Virgin Islands,F1,2
Brunei,A1,6
Brunei,A2,7
Brunei,B1/B2,1
Brunei,C3,1
Brunei,F1,2
Brunei,G1,1
Brunei,J1,1
Bulgaria,A2,55
Bulgaria,B1,5
Bulgaria,B1/B2,"1,257"
Bulgaria,C1/D,95
Bulgaria,E2,3
Bulgaria,F1,29
Bulgaria,F2,1
Bulgaria,G4,7
Bulgaria,H1B,6
Bulgaria,H2B,14
Bulgaria,H4,2
Bulgaria,I,5
Bulgaria,J1,637
Bulgaria,K1,3
Bulgaria,L1,6
Bulgaria,L2,2
Bulgaria,NATO2,13
Bulgaria,O3,1
Bulgaria,P1,1
Burkina Faso,A2,3
Burkina Faso,B1/B2,241
Burkina Faso,C3,1
Burkina Faso,F1,23
Burkina Faso,G2,1
Burkina Faso,G4,7
Burkina Faso,J1,26
Burkina Faso,K1,1
Burma,A1,3
Burma,B1,17
Burma,B1/B2,301
Burma,B2,1
Burma,C1,146
Burma,D,370
Burma,E2,1
Burma,F1,271
Burma,F2,10
Burma,G4,4
Burma,H1B,1
Burma,J1,23
Burma,K1,38
Burma,K2,1
Burma,L1,1
Burma,M1,2
Burma,R1,1
Burundi,A1,1
Burundi,A2,25
Burundi,B1/B2,97
Burundi,C1,1
Burundi,C1/D,1
Burundi,F1,14
Burundi,G2,2
Burundi,G4,6
Burundi,I,2
Burundi,J1,6
Burundi,K1,3
Cabo Verde,A2,13
Cabo Verde,B1/B2,337
Cabo Verde,C1,3
Cabo Verde,C1/D,2
Cabo Verde,C3,9
Cabo Verde,F1,1
Cabo Verde,J1,10
Cabo Verde,K1,10
Cabo Verde,K2,1
Cabo Verde,O1,1
Cabo Verde,P3,2
Cambodia,A2,7
Cambodia,B1,6
Cambodia,B1/B2,"1,122"
Cambodia,C1,4
Cambodia,D,5
Cambodia,F1,54
Cambodia,F2,1
Cambodia,G1,8
Cambodia,G2,12
Cambodia,G4,4
Cambodia,H1B,1
Cambodia,H4,1
Cambodia,J1,19
Cambodia,K1,32
Cambodia,K2,5
Cameroon,A1,5
Cameroon,A2,17
Cameroon,B1,6
Cameroon,B1/B2,844
Cameroon,B2,11
Cameroon,C1/D,4
Cameroon,C3,1
Cameroon,F1,34
Cameroon,F2,2
Cameroon,G1,3
Cameroon,G2,17
Cameroon,G4,35
Cameroon,H1B,5
Cameroon,H4,5
Cameroon,J1,44
Cameroon,K1,43
Cameroon,K2,2
Cameroon,O1,1
Cameroon,P3,2
Cameroon,P4,1
Cameroon,R1,6
Canada,A1,21
Canada,A2,3
Canada,B1/B2,11
Canada,C1/D,1
Canada,E1,115
Canada,E2,612
Canada,E3D,6
Canada,F1,32
Canada,F2,1
Canada,G1,5
Canada,G3,1
Canada,G4,39
Canada,H1B,7
Canada,H2A,1
Canada,H4,18
Canada,I,1
Canada,J1,20
Canada,J2,9
Canada,K1,65
Canada,K2,1
Canada,L1,20
Canada,L2,22
Canada,NATO2,117
Canada,NATO4,1
Canada,O1,6
Canada,O3,1
Canada,P1,6
Canada,P2,1
Canada,R1,4
Canada,TD,2
Canada,TN,8
Canada,U1,1
Cayman Islands,B1/B2,105
Cayman Islands,C1/D,7
Cayman Islands,F1,5
Central African Republic,A1,1
Central African Republic,B1/B2,13
Central African Republic,G2,7
Central African Republic,G4,1
Chad,A1,4
Chad,A2,8
Chad,B1/B2,43
Chad,F1,6
Chad,G1,2
Chad,G2,1
Chad,J1,6
Chile,A1,1
Chile,A2,244
Chile,B1,9
Chile,B1/B2,592
Chile,B2,4
Chile,C1/D,68
Chile,C3,5
Chile,E1,2
Chile,E2,11
Chile,F1,177
Chile,F2,26
Chile,G1,2
Chile,G2,3
Chile,G4,8
Chile,H1B,31
Chile,H1B1,183
Chile,H2A,3
Chile,H2B,2
Chile,H3,1
Chile,H4,145
Chile,I,6
Chile,J1,93
Chile,J2,18
Chile,K1,6
Chile,K2,1
Chile,L1,35
Chile,L2,48
Chile,M1,2
Chile,O1,8
Chile,O3,3
Chile,P1,7
Chile,P4,3
Chile,R1,2
Chile,T3,2
China - mainland,A1,71
China - mainland,A2,64
China - mainland,B1,168
China - mainland,B1/B2,"63,824"
China - mainland,B2,6
China - mainland,BBBCC,2
China - mainland,C1,16
China - mainland,C1/D,"1,262"
China - mainland,C3,5
China - mainland,CW1,9
China - mainland,CW2,2
China - mainland,E2,23
China - mainland,E3D,4
China - mainland,F1,"16,987"
China - mainland,F2,186
China - mainland,G1,16
China - mainland,G2,31
China - mainland,G4,79
China - mainland,H1B,"2,147"
China - mainland,H3,1
China - mainland,H4,380
China - mainland,I,17
China - mainland,J1,"2,204"
China - mainland,J2,345
China - mainland,K1,66
China - mainland,K2,8
China - mainland,L1,507
China - mainland,L2,489
China - mainland,M1,13
China - mainland,O1,104
China - mainland,O2,12
China - mainland,O3,28
China - mainland,P1,26
China - mainland,P3,25
China - mainland,R1,6
China - mainland,R2,6
China - mainland,TD,6
Colombia,A1,6
Colombia,A2,475
Colombia,B1,25
Colombia,B1/B2,"40,274"
Colombia,B2,3
Colombia,C1,11
Colombia,C1/D,202
Colombia,C3,2
Colombia,E1,6
Colombia,E2,42
Colombia,E3D,1
Colombia,F1,554
Colombia,F2,37
Colombia,G1,2
Colombia,G2,6
Colombia,G4,56
Colombia,G5,2
Colombia,H1B,38
Colombia,H2A,25
Colombia,H2B,241
Colombia,H4,20
Colombia,I,56
Colombia,J1,"2,992"
Colombia,J2,86
Colombia,K1,163
Colombia,K2,50
Colombia,L1,56
Colombia,L2,71
Colombia,M1,7
Colombia,O1,22
Colombia,O2,58
Colombia,O3,16
Colombia,P1,54
Colombia,P2,1
Colombia,P3,10
Colombia,P4,7
Colombia,R1,16
Colombia,R2,3
Colombia,T3,1
Colombia,TD,2
Comoros,A3,1
Comoros,B1/B2,4
Comoros,G4,1
Comoros,J1,4
"Congo, Democratic Republic of the",A1,8
"Congo, Democratic Republic of the",A2,13
"Congo, Democratic Republic of the",B1,2
"Congo, Democratic Republic of the",B1/B2,867
"Congo, Democratic Republic of the",C1,1
"Congo, Democratic Republic of the",C3,2
"Congo, Democratic Republic of the",F1,49
"Congo, Democratic Republic of the",F2,5
"Congo, Democratic Republic of the",G2,7
"Congo, Democratic Republic of the",G4,7
"Congo, Democratic Republic of the",H1B,3
"Congo, Democratic Republic of the",H3,5
"Congo, Democratic Republic of the",J1,26
"Congo, Democratic Republic of the",K1,14
"Congo, Democratic Republic of the",K2,1
"Congo, Democratic Republic of the",O1,1
"Congo, Democratic Republic of the",O2,1
"Congo, Democratic Republic of the",R1,3
"Congo, Republic of the",A1,2
"Congo, Republic of the",A2,5
"Congo, Republic of the",B1/B2,165
"Congo, Republic of the",B2,1
"Congo, Republic of the",F1,3
"Congo, Republic of the",G1,12
"Congo, Republic of the",J1,5
"Congo, Republic of the",K1,1
Costa Rica,A2,25
Costa Rica,B1,5
Costa Rica,B1/B2,"6,730"
Costa Rica,C1/D,11
Costa Rica,E2,7
Costa Rica,F1,77
Costa Rica,F2,1
Costa Rica,G1,1
Costa Rica,G2,1
Costa Rica,G4,5
Costa Rica,H1B,5
Costa Rica,H2A,47
Costa Rica,H2B,120
Costa Rica,H3,2
Costa Rica,H4,2
Costa Rica,I,2
Costa Rica,J1,44
Costa Rica,J2,7
Costa Rica,K1,5
Costa Rica,K2,3
Costa Rica,L1,33
Costa Rica,L2,26
Costa Rica,M1,1
Costa Rica,O1,2
Costa Rica,O2,1
Costa Rica,O3,1
Costa Rica,R1,3
Cote d'Ivoire,A1,4
Cote d'Ivoire,A2,17
Cote d'Ivoire,B1/B2,744
Cote d'Ivoire,C1,4
Cote d'Ivoire,C1/D,1
Cote d'Ivoire,F1,29
Cote d'Ivoire,G1,7
Cote d'Ivoire,G2,9
Cote d'Ivoire,G4,12
Cote d'Ivoire,H1B,2
Cote d'Ivoire,H4,1
Cote d'Ivoire,J1,20
Cote d'Ivoire,J2,2
Cote d'Ivoire,K1,10
Cote d'Ivoire,K2,1
Cote d'Ivoire,L1,1
Croatia,A2,9
Croatia,B1,4
Croatia,B1/B2,48
Croatia,C1/D,27
Croatia,E1,1
Croatia,E2,1
Croatia,F1,7
Croatia,G2,2
Croatia,G4,2
Croatia,H1B,2
Croatia,H2B,1
Croatia,I,1
Croatia,J1,279
Croatia,J2,1
Croatia,L1,10
Croatia,NATO2,4
Croatia,O1,3
Croatia,O2,1
Croatia,P1,1
Cuba,A1,3
Cuba,A2,3
Cuba,B1,117
Cuba,B1/B2,177
Cuba,B2,710
Cuba,C1/D,1
Cuba,F1,3
Cuba,G1,25
Cuba,G2,4
Cuba,I,2
Cuba,J1,4
Cuba,K1,60
Cuba,K2,22
Cuba,L1,2
Cuba,L2,1
Cuba,O1,2
Cuba,O2,1
Cuba,O3,1
Cuba,P1,6
Cuba,P3,1
Cyprus,A2,19
Cyprus,B1,1
Cyprus,B1/B2,599
Cyprus,B2,1
Cyprus,C1/D,6
Cyprus,F1,20
Cyprus,G2,1
Cyprus,J1,11
Cyprus,L1,2
Cyprus,O1,1
Cyprus,O3,1
Cyprus,P3,1
Czech Republic,A1,1
Czech Republic,A2,25
Czech Republic,B1,1
Czech Republic,B1/B2,164
Czech Republic,B2,1
Czech Republic,C1/D,21
Czech Republic,C3,1
Czech Republic,E1,1
Czech Republic,E2,2
Czech Republic,E3D,1
Czech Republic,F1,34
Czech Republic,F2,2
Czech Republic,G2,2
Czech Republic,G4,1
Czech Republic,H2A,2
Czech Republic,H2B,4
Czech Republic,I,5
Czech Republic,J1,376
Czech Republic,J2,4
Czech Republic,K1,1
Czech Republic,L1,9
Czech Republic,L2,7
Czech Republic,M1,1
Czech Republic,NATO2,13
Czech Republic,O1,3
Czech Republic,O2,11
Czech Republic,P1,1
Czech Republic,R1,1
Denmark,A1,2
Denmark,A2,30
Denmark,B1/B2,219
Denmark,C1/D,41
Denmark,E2,23
Denmark,F1,47
Denmark,F2,3
Denmark,G1,13
Denmark,G2,4
Denmark,G4,6
Denmark,H1B,4
Denmark,H3,1
Denmark,H4,2
Denmark,I,9
Denmark,J1,144
Denmark,J2,3
Denmark,L1,31
Denmark,L2,23
Denmark,M1,4
Denmark,NATO2,27
Denmark,O1,14
Denmark,O2,8
Denmark,O3,3
Denmark,P1,5
Denmark,P3,2
Djibouti,A1,6
Djibouti,A2,6
Djibouti,B1,2
Djibouti,B1/B2,29
Djibouti,F1,1
Djibouti,G4,1
Djibouti,J1,10
Djibouti,K1,2
Dominica,B1/B2,317
Dominica,C1/D,2
Dominica,F1,11
Dominica,H1B,2
Dominica,J1,4
Dominica,K1,1
Dominica,P1,2
Dominican Republic,A1,1
Dominican Republic,A2,48
Dominican Republic,B1,55
Dominican Republic,B1/B2,"14,340"
Dominican Republic,B2,1
Dominican Republic,C1,6
Dominican Republic,C1/D,58
Dominican Republic,C3,2
Dominican Republic,F1,142
Dominican Republic,F2,2
Dominican Republic,G2,4
Dominican Republic,G4,2
Dominican Republic,H1B,13
Dominican Republic,H2A,3
Dominican Republic,H2B,117
Dominican Republic,H4,2
Dominican Republic,I,33
Dominican Republic,J1,490
Dominican Republic,J2,7
Dominican Republic,K1,148
Dominican Republic,K2,48
Dominican Republic,L1,7
Dominican Republic,L2,9
Dominican Republic,M1,4
Dominican Republic,O1,5
Dominican Republic,O2,9
Dominican Republic,P1,129
Dominican Republic,P3,1
Dominican Republic,P4,14
Dominican Republic,R1,3
Ecuador,A1,9
Ecuador,A2,71
Ecuador,B1,25
Ecuador,B1/B2,"19,245"
Ecuador,B2,1
Ecuador,C1,4
Ecuador,C1/D,34
Ecuador,E2,1
Ecuador,F1,184
Ecuador,F2,4
Ecuador,G2,3
Ecuador,G4,6
Ecuador,H1B,14
Ecuador,H2B,54
Ecuador,H4,8
Ecuador,I,24
Ecuador,J1,938
Ecuador,J2,14
Ecuador,K1,45
Ecuador,K2,13
Ecuador,L1,16
Ecuador,L2,15
Ecuador,M1,1
Ecuador,O1,6
Ecuador,O2,1
Ecuador,O3,5
Ecuador,P1,8
Ecuador,P3,14
Ecuador,R2,1
Ecuador,U2,1
Ecuador,U3,5
Egypt,A1,29
Egypt,A2,257
Egypt,A3,3
Egypt,B1,12
Egypt,B1/B2,"6,630"
Egypt,C1,2
Egypt,C1/D,132
Egypt,E2,2
Egypt,F1,134
Egypt,F2,21
Egypt,G1,14
Egypt,G2,2
Egypt,G3,1
Egypt,G4,13
Egypt,H1B,40
Egypt,H2A,2
Egypt,H4,37
Egypt,I,5
Egypt,J1,206
Egypt,J2,34
Egypt,K1,33
Egypt,L1,24
Egypt,L2,25
Egypt,M1,1
Egypt,O1,8
Egypt,O3,5
Egypt,P1,2
Egypt,R1,3
Egypt,R2,9
El Salvador,A1,1
El Salvador,A2,64
El Salvador,B1,8
El Salvador,B1/B2,"4,364"
El Salvador,C1,8
El Salvador,C1/D,76
El Salvador,C3,1
El Salvador,F1,36
El Salvador,G2,1
El Salvador,G4,7
El Salvador,H1B,6
El Salvador,H2A,63
El Salvador,H2B,"1,935"
El Salvador,H4,2
El Salvador,I,1
El Salvador,J1,40
El Salvador,J2,2
El Salvador,K1,24
El Salvador,K2,3
El Salvador,L1,2
El Salvador,L2,3
El Salvador,P1,14
El Salvador,R1,3
El Salvador,T4,1
El Salvador,U2,1
El Salvador,U3,7
Equatorial Guinea,A2,3
Equatorial Guinea,B1/B2,25
Equatorial Guinea,F1,1
Equatorial Guinea,G1,2
Equatorial Guinea,G4,1
Equatorial Guinea,J1,6
Equatorial Guinea,L1,2
Eritrea,A2,1
Eritrea,B1,3
Eritrea,B1/B2,161
Eritrea,F1,6
Eritrea,G4,2
Eritrea,J1,1
Eritrea,K1,5
Estonia,A1,1
Estonia,A2,13
Estonia,B1/B2,22
Estonia,C1/D,13
Estonia,C3,1
Estonia,F1,14
Estonia,H1B,3
Estonia,J1,43
Estonia,J2,3
Estonia,K1,1
Estonia,L1,1
Estonia,L2,3
Estonia,NATO2,12
Estonia,O1,2
Estonia,P1,1
Eswatini,A2,3
Eswatini,B1/B2,27
Eswatini,F1,3
Eswatini,G1,4
Eswatini,G4,1
Eswatini,J1,16
Ethiopia,A1,16
Ethiopia,A2,3
Ethiopia,B1,16
Ethiopia,B1/B2,"1,750"
Ethiopia,C1/D,110
Ethiopia,D,1
Ethiopia,E2,1
Ethiopia,F1,182
Ethiopia,F2,13
Ethiopia,G1,6
Ethiopia,G2,2
Ethiopia,G4,48
Ethiopia,H1B,10
Ethiopia,H4,3
Ethiopia,J1,61
Ethiopia,J2,24
Ethiopia,K1,83
Ethiopia,K2,9
Ethiopia,O1,1
Ethiopia,P1,9
Ethiopia,R1,1
Fiji,A1,4
Fiji,A2,12
Fiji,B1/B2,261
Fiji,C1,4
Fiji,C1/D,8
Fiji,C3,6
Fiji,F1,2
Fiji,G4,6
Fiji,H1B,1
Fiji,I,16
Fiji,J1,5
Fiji,K1,3
Fiji,P1,4
Finland,A1,2
Finland,A2,14
Finland,B1,11
Finland,B1/B2,48
Finland,B2,1
Finland,C1/D,81
Finland,E2,6
Finland,F1,23
Finland,F2,3
Finland,G2,13
Finland,G4,5
Finland,H2A,1
Finland,I,4
Finland,J1,62
Finland,J2,5
Finland,K1,4
Finland,L1,23
Finland,L2,23
Finland,M1,5
Finland,NATO2,96
Finland,O1,3
Finland,O2,1
Finland,O3,2
Finland,P1,3
France,A1,51
France,A2,58
France,B1,5
France,B1/B2,"1,048"
France,B2,2
France,C1,1
France,C1/D,480
France,C3,4
France,D,1
France,E1,13
France,E2,194
France,E3D,1
France,F1,934
France,F2,14
France,G1,2
France,G2,4
France,G3,3
France,G4,78
France,H1B,72
France,H2B,2
France,H4,16
France,I,69
France,J1,"1,385"
France,J2,84
France,K1,11
France,L1,329
France,L2,321
France,M1,31
France,M2,2
France,NATO2,90
France,NATO4,2
France,NATO6,4
France,O1,60
France,O2,47
France,O3,19
France,P1,40
France,P3,3
France,P4,3
France,Q1,54
France,R1,5
France,TD,4
Gabon,A2,16
Gabon,B1/B2,123
Gabon,F1,6
Gabon,G2,1
Gabon,G4,1
Gabon,J1,3
"Gambia, The",A1,1
"Gambia, The",A2,8
"Gambia, The",B1/B2,104
"Gambia, The",C1,21
"Gambia, The",C1/D,4
"Gambia, The",C3,4
"Gambia, The",F1,8
"Gambia, The",F2,3
"Gambia, The",G2,6
"Gambia, The",H1B,1
"Gambia, The",J1,11
"Gambia, The",J2,1
"Gambia, The",K1,16
"Gambia, The",K2,3
Georgia,A1,4
Georgia,A2,49
Georgia,B1/B2,525
Georgia,C1/D,78
Georgia,C3,2
Georgia,E2,3
Georgia,F1,70
Georgia,F2,6
Georgia,G2,6
Georgia,G4,6
Georgia,H1B,1
Georgia,I,1
Georgia,J1,95
Georgia,J2,11
Georgia,K1,3
Georgia,L1,1
Georgia,O1,1
Georgia,O3,1
Georgia,P1,1
Germany,A1,40
Germany,A2,137
Germany,B1,1
Germany,B1/B2,"1,971"
Germany,C1,1
Germany,C1/D,419
Germany,C3,1
Germany,E1,18
Germany,E2,350
Germany,E3D,2
Germany,F1,767
Germany,F2,4
Germany,G1,18
Germany,G2,24
Germany,G3,4
Germany,G4,39
Germany,H1B,44
Germany,H3,2
Germany,H4,17
Germany,I,60
Germany,J1,"2,171"
Germany,J2,41
Germany,K1,20
Germany,L1,176
Germany,L2,96
Germany,M1,17
Germany,M2,1
Germany,NATO2,54
Germany,NATO6,62
Germany,O1,52
Germany,O2,20
Germany,O3,20
Germany,P1,21
Germany,P3,2
