Nonimmigrant Visa Issuances by Nationality                                                      November 2023 (FY 2024),,
Nationality,Visa Class,Issuances
Belarus,G4,2
Belarus,H1B,6
Belarus,H4,2
Belarus,I,4
Belarus,J1,3
Belarus,K1,7
Belarus,K2,4
Belarus,L1,9
Belarus,L2,13
Belarus,O1,4
Belarus,O3,2
Belarus,P1,7
Belgium,A2,23
Belgium,B1,1
Belgium,B1/B2,269
Belgium,C1/D,132
Belgium,E1,1
Belgium,E2,11
Belgium,F1,29
Belgium,F2,2
Belgium,G2,5
Belgium,G4,18
Belgium,H1B,12
Belgium,H4,1
Belgium,I,14
Belgium,J1,57
Belgium,J2,6
Belgium,K1,4
Belgium,L1,24
Belgium,L2,23
Belgium,M1,9
Belgium,NATO2,43
Belgium,NATO4,1
Belgium,O1,12
Belgium,O2,7
Belgium,O3,1
Belgium,P1,4
Belgium,P3,1
Belgium,P4,2
Belgium,R1,2
Belize,A2,1
Belize,B1/B2,731
Belize,C1,4
Belize,C1/D,1
Belize,C3,11
Belize,F1,6
Belize,F2,1
Belize,G4,1
Belize,H1B,1
Belize,H2B,1
Belize,H4,1
Belize,J1,1
Belize,J2,1
Belize,K1,4
Belize,K2,1
Benin,A2,3
Benin,B1/B2,167
Benin,E2,4
Benin,F1,16
Benin,G2,1
Benin,G4,4
Benin,H1B,1
Benin,H4,3
Benin,J1,2
Benin,K1,3
Bermuda,B1/B2,13
Bermuda,H4,1
Bhutan,B1/B2,29
Bhutan,F1,8
Bhutan,F2,2
Bhutan,G2,6
Bhutan,H1B,1
Bhutan,K1,3
Bolivia,A1,1
Bolivia,A2,9
Bolivia,B1,4
Bolivia,B1/B2,"2,944"
Bolivia,C1,2
Bolivia,C1/D,6
Bolivia,C3,1
Bolivia,F1,40
Bolivia,F2,2
Bolivia,G4,5
Bolivia,H1B,5
Bolivia,J1,28
Bolivia,K1,6
Bolivia,K2,1
Bolivia,L1,2
Bolivia,L2,1
Bolivia,M1,1
Bolivia,O1,1
Bolivia,P1,1
Bosnia-Herzegovina,A2,7
Bosnia-Herzegovina,B1,15
Bosnia-Herzegovina,B1/B2,322
Bosnia-Herzegovina,C1,1
Bosnia-Herzegovina,C1/D,22
Bosnia-Herzegovina,E2,16
Bosnia-Herzegovina,F1,4
Bosnia-Herzegovina,G4,3
Bosnia-Herzegovina,H1B,1
Bosnia-Herzegovina,J1,3
Bosnia-Herzegovina,J2,1
Bosnia-Herzegovina,K1,8
Bosnia-Herzegovina,L1,1
Bosnia-Herzegovina,P3,10
Bosnia-Herzegovina,R1,1
Bosnia-Herzegovina,R2,2
Botswana,A1,2
Botswana,A2,21
Botswana,B1,2
Botswana,B1/B2,77
Botswana,C1/D,2
Botswana,F1,1
Botswana,G2,2
Botswana,J1,3
Botswana,R1,1
Brazil,A1,6
Brazil,A2,158
Brazil,B1,313
Brazil,B1/B2,"75,967"
Brazil,B2,2
Brazil,C1,36
Brazil,C1/D,357
Brazil,C3,5
Brazil,E2,4
Brazil,E3D,1
Brazil,F1,450
Brazil,F2,113
Brazil,G1,11
Brazil,G2,24
Brazil,G4,22
Brazil,G5,1
Brazil,H1B,126
Brazil,H2A,4
Brazil,H2B,29
Brazil,H4,61
Brazil,I,12
Brazil,J1,"1,328"
Brazil,J2,100
Brazil,K1,110
Brazil,K2,22
Brazil,L1,379
Brazil,L2,505
Brazil,M1,13
Brazil,M2,3
Brazil,O1,120
Brazil,O2,32
Brazil,O3,45
Brazil,P1,67
Brazil,P3,2
Brazil,P4,7
Brazil,R1,20
Brazil,R2,20
Brazil,TD,2
British National Overseas (Hong Kong) Passport,B1/B2,216
British National Overseas (Hong Kong) Passport,C1/D,4
British National Overseas (Hong Kong) Passport,F1,1
British National Overseas (Hong Kong) Passport,H1B,4
British National Overseas (Hong Kong) Passport,H4,2
British National Overseas (Hong Kong) Passport,J2,1
British National Overseas (Hong Kong) Passport,K1,1
British National Overseas (Hong Kong) Passport,L1,1
British Virgin Islands,B1/B2,5
British Virgin Islands,C1/D,1
British Virgin Islands,F1,1
Brunei,A1,1
Brunei,A2,19
Brunei,B1/B2,1
Brunei,F1,1
Brunei,G4,1
Brunei,J1,1
Bulgaria,A1,1
Bulgaria,A2,7
Bulgaria,B1,6
Bulgaria,B1/B2,"1,291"
Bulgaria,C1/D,78
Bulgaria,E2,2
Bulgaria,F1,8
Bulgaria,G2,5
Bulgaria,G4,1
Bulgaria,H1B,3
Bulgaria,H2B,2
Bulgaria,I,4
Bulgaria,J1,11
Bulgaria,K1,2
Bulgaria,L1,2
Bulgaria,L2,1
Bulgaria,NATO2,7
Bulgaria,O1,1
Bulgaria,P1,4
Bulgaria,P3,9
Burkina Faso,A2,2
Burkina Faso,B1/B2,223
Burkina Faso,F1,2
Burkina Faso,G2,5
Burkina Faso,G4,6
Burkina Faso,J1,4
Burma,B1,3
Burma,B1/B2,240
Burma,B2,1
Burma,C1,110
Burma,D,218
Burma,F1,291
Burma,F2,6
Burma,G4,2
Burma,H1B,5
Burma,J1,9
Burma,J2,1
Burma,K1,9
Burma,K2,1
Burma,L1,1
Burma,L2,4
Burma,R1,2
Burundi,B1/B2,55
Burundi,C1/D,1
Burundi,F1,4
Burundi,G2,1
Burundi,G4,10
Burundi,K1,3
Cabo Verde,A2,3
Cabo Verde,B1/B2,328
Cabo Verde,C1/D,5
Cabo Verde,C3,1
Cabo Verde,D,1
Cabo Verde,F1,2
Cabo Verde,G2,2
Cabo Verde,K1,10
Cabo Verde,O1,1
Cabo Verde,P3,2
Cambodia,A1,5
Cambodia,A2,14
Cambodia,B1,6
Cambodia,B1/B2,965
Cambodia,C1,4
Cambodia,D,5
Cambodia,F1,58
Cambodia,G1,6
Cambodia,G2,5
Cambodia,G4,3
Cambodia,H1B,3
Cambodia,I,3
Cambodia,J1,6
Cambodia,J2,1
Cambodia,K1,35
Cambodia,K2,2
Cambodia,P3,2
Cameroon,A2,21
Cameroon,B1/B2,690
Cameroon,B2,1
Cameroon,C1/D,8
Cameroon,F1,44
Cameroon,G1,1
Cameroon,G2,4
Cameroon,G4,25
Cameroon,H1B,8
Cameroon,H4,5
Cameroon,J1,18
Cameroon,J2,2
Cameroon,K1,16
Cameroon,K2,2
Cameroon,L1,3
Cameroon,L2,1
Cameroon,M1,1
Cameroon,R1,7
Canada,A1,6
Canada,A2,9
Canada,B1,2
Canada,B1/B2,13
Canada,B2,1
Canada,C1/D,1
Canada,C3,1
Canada,E1,97
Canada,E2,705
Canada,E3D,3
Canada,F1,5
Canada,F2,1
Canada,G1,2
Canada,G4,34
Canada,H1B,7
Canada,H4,11
Canada,J1,7
Canada,J2,3
Canada,K1,44
Canada,K2,4
Canada,L1,5
Canada,L2,14
Canada,NATO2,15
Canada,O1,2
Canada,O2,3
Canada,P1,2
Canada,R1,1
Canada,R2,1
Canada,TD,2
Canada,TN,6
Cayman Islands,B1/B2,120
Cayman Islands,C1/D,1
Cayman Islands,F1,5
Central African Republic,A1,1
Central African Republic,A2,1
Central African Republic,B1/B2,13
Central African Republic,F1,2
Central African Republic,G2,6
Central African Republic,G4,5
Chad,A1,1
Chad,A2,8
Chad,B1/B2,55
Chad,F1,2
Chad,G1,7
Chad,G2,2
Chad,G4,9
Chile,A2,54
Chile,B1,1
Chile,B1/B2,419
Chile,C1/D,36
Chile,C3,13
Chile,E1,1
Chile,E2,9
Chile,F1,40
Chile,F2,16
Chile,G2,3
Chile,G4,7
Chile,H1B,29
Chile,H1B1,100
Chile,H4,93
Chile,I,6
Chile,J1,"1,447"
Chile,J2,3
Chile,K2,1
Chile,L1,24
Chile,L2,33
Chile,O1,2
Chile,O2,1
Chile,O3,5
Chile,P1,5
Chile,P4,2
Chile,R1,1
China - mainland,A1,58
China - mainland,A2,331
China - mainland,B1,451
China - mainland,B1/B2,"45,334"
China - mainland,B2,14
China - mainland,C1,52
China - mainland,C1/D,"1,001"
China - mainland,C3,2
China - mainland,CW1,7
China - mainland,E1,1
China - mainland,E2,13
China - mainland,E3D,4
China - mainland,F1,"1,662"
China - mainland,F2,72
China - mainland,G1,16
China - mainland,G2,46
China - mainland,G4,32
China - mainland,G5,1
China - mainland,H1B,"3,533"
China - mainland,H3,4
China - mainland,H4,424
China - mainland,I,144
China - mainland,J1,749
China - mainland,J2,172
China - mainland,K1,35
China - mainland,K2,4
China - mainland,L1,430
China - mainland,L2,309
China - mainland,M1,12
China - mainland,M2,1
China - mainland,O1,102
China - mainland,O2,4
China - mainland,O3,14
China - mainland,P1,40
China - mainland,P3,18
China - mainland,P4,1
China - mainland,R1,4
China - mainland,R2,6
China - mainland,TD,8
Colombia,A1,2
Colombia,A2,232
Colombia,A3,2
Colombia,B1,19
Colombia,B1/B2,"33,685"
Colombia,C1,31
Colombia,C1/D,159
Colombia,E1,27
Colombia,E2,56
Colombia,F1,231
Colombia,F2,23
Colombia,G1,2
Colombia,G2,10
Colombia,G4,40
Colombia,G5,3
Colombia,H1B,61
Colombia,H2A,6
Colombia,H2B,15
Colombia,H3,4
Colombia,H4,29
Colombia,I,10
Colombia,J1,434
Colombia,J2,44
Colombia,K1,178
Colombia,K2,55
Colombia,L1,58
Colombia,L2,82
Colombia,M1,7
Colombia,O1,22
Colombia,O2,22
Colombia,O3,19
Colombia,P1,69
Colombia,P4,7
Colombia,Q1,1
Colombia,R1,8
Colombia,TD,5
Colombia,U1,1
Colombia,U2,1
Colombia,U3,2
Comoros,A1,1
Comoros,A3,1
Comoros,B1/B2,1
Comoros,G1,1
Comoros,G4,1
"Congo, Democratic Republic of the",A1,2
"Congo, Democratic Republic of the",A2,32
"Congo, Democratic Republic of the",B1,6
"Congo, Democratic Republic of the",B1/B2,"1,280"
"Congo, Democratic Republic of the",B2,1
"Congo, Democratic Republic of the",F1,61
"Congo, Democratic Republic of the",F2,1
"Congo, Democratic Republic of the",G1,3
"Congo, Democratic Republic of the",G2,26
"Congo, Democratic Republic of the",G4,6
"Congo, Democratic Republic of the",J1,5
"Congo, Democratic Republic of the",K1,16
"Congo, Democratic Republic of the",O1,2
"Congo, Democratic Republic of the",O2,2
"Congo, Democratic Republic of the",O3,1
"Congo, Democratic Republic of the",P1,1
"Congo, Democratic Republic of the",P3,10
"Congo, Democratic Republic of the",R1,2
"Congo, Republic of the",A2,22
"Congo, Republic of the",B1/B2,178
"Congo, Republic of the",F1,5
"Congo, Republic of the",G4,5
"Congo, Republic of the",H1B,1
"Congo, Republic of the",J1,1
"Congo, Republic of the",K1,1
Costa Rica,A1,2
Costa Rica,A2,1
Costa Rica,B1,3
Costa Rica,B1/B2,"4,157"
Costa Rica,BBBCC,1
Costa Rica,C1,2
Costa Rica,C1/D,14
Costa Rica,C3,3
Costa Rica,F1,20
Costa Rica,F2,2
Costa Rica,G4,7
Costa Rica,H1B,9
Costa Rica,H2A,12
Costa Rica,H2B,10
Costa Rica,H4,2
Costa Rica,I,1
Costa Rica,J1,409
Costa Rica,J2,2
Costa Rica,K1,8
Costa Rica,K2,1
Costa Rica,L1,25
Costa Rica,L2,26
Costa Rica,M1,1
Costa Rica,O1,2
Costa Rica,O3,1
Costa Rica,P1,1
Costa Rica,P4,1
Costa Rica,R1,1
Cote d'Ivoire,A1,3
Cote d'Ivoire,A2,24
Cote d'Ivoire,B1/B2,490
Cote d'Ivoire,C1,1
Cote d'Ivoire,C1/D,8
Cote d'Ivoire,C2,1
Cote d'Ivoire,E2,1
Cote d'Ivoire,F1,31
Cote d'Ivoire,G1,2
Cote d'Ivoire,G2,11
Cote d'Ivoire,G4,9
Cote d'Ivoire,G5,1
Cote d'Ivoire,J1,3
Cote d'Ivoire,J2,1
Cote d'Ivoire,K1,8
Croatia,A2,5
Croatia,B1,35
Croatia,B1/B2,70
Croatia,C1/D,52
Croatia,F1,4
Croatia,F2,1
Croatia,G2,1
Croatia,G4,4
Croatia,H1B,1
Croatia,J1,12
Croatia,K1,2
Croatia,L1,10
Croatia,L2,2
Croatia,NATO2,4
Croatia,O1,6
Croatia,P1,1
Croatia,R1,1
Cuba,A1,3
Cuba,A2,2
Cuba,B1,114
Cuba,B1/B2,195
Cuba,B2,841
Cuba,BBBCC,1
Cuba,C1/D,2
Cuba,F1,1
Cuba,G1,4
Cuba,G2,3
Cuba,G4,1
Cuba,K1,135
Cuba,K2,45
Cuba,O2,4
Cuba,P1,5
Cuba,P3,3
Cyprus,A2,3
Cyprus,A3,1
Cyprus,B1/B2,299
Cyprus,C1/D,10
Cyprus,F1,2
Cyprus,G4,1
Cyprus,H1B,2
Cyprus,I,1
Cyprus,J1,1
Cyprus,J2,1
Cyprus,M1,1
Cyprus,O1,1
Czech Republic,A1,2
Czech Republic,A2,4
Czech Republic,B1/B2,169
Czech Republic,B2,1
Czech Republic,C1/D,43
Czech Republic,E2,4
Czech Republic,F1,25
Czech Republic,F2,1
Czech Republic,G4,4
Czech Republic,H1B,9
Czech Republic,H2B,1
Czech Republic,H4,3
Czech Republic,J1,47
Czech Republic,J2,3
Czech Republic,K1,3
Czech Republic,L1,9
Czech Republic,L2,7
Czech Republic,NATO2,5
Czech Republic,O1,6
Czech Republic,O2,1
Czech Republic,O3,3
Czech Republic,P1,2
Czech Republic,P3,1
Czech Republic,P4,1
Czech Republic,R1,1
Denmark,A2,33
Denmark,B1,1
Denmark,B1/B2,248
Denmark,C1/D,114
Denmark,E2,40
Denmark,E3D,1
Denmark,F1,10
Denmark,G1,6
Denmark,G2,3
Denmark,G4,11
Denmark,H1B,4
Denmark,H3,5
Denmark,H4,2
Denmark,I,5
Denmark,J1,64
Denmark,J2,7
Denmark,K1,5
Denmark,L1,23
Denmark,L2,20
Denmark,NATO2,5
Denmark,O1,7
Denmark,O2,2
Denmark,O3,4
Denmark,P1,6
Denmark,P2,1
Denmark,R1,1
Djibouti,A2,2
Djibouti,B1,1
Djibouti,B1/B2,7
Djibouti,G2,3
Dominica,A2,3
Dominica,B1/B2,272
Dominica,C1/D,4
Dominica,C3,1
Dominica,F1,5
Dominica,F2,1
Dominica,H1B,1
Dominica,J1,2
Dominica,K1,1
Dominica,O1,1
Dominican Republic,A1,3
Dominican Republic,A2,35
Dominican Republic,B1,25
Dominican Republic,B1/B2,"8,810"
Dominican Republic,C1,2
Dominican Republic,C1/D,59
Dominican Republic,C3,4
Dominican Republic,F1,61
Dominican Republic,G2,8
Dominican Republic,G4,4
Dominican Republic,H1B,15
Dominican Republic,H2A,2
Dominican Republic,H2B,7
Dominican Republic,H4,5
Dominican Republic,I,13
Dominican Republic,J1,30
Dominican Republic,J2,4
Dominican Republic,K1,303
Dominican Republic,K2,46
Dominican Republic,L1,11
Dominican Republic,L2,11
Dominican Republic,M1,6
Dominican Republic,O1,6
Dominican Republic,O3,4
Dominican Republic,P1,102
Dominican Republic,P4,2
Dominican Republic,Q1,2
Dominican Republic,R1,7
Dominican Republic,R2,6
Dominican Republic,T3,2
Dominican Republic,U3,5
Ecuador,A1,3
Ecuador,A2,33
Ecuador,B1,40
Ecuador,B1/B2,"17,219"
Ecuador,C1,2
Ecuador,C1/D,31
Ecuador,E1,1
Ecuador,F1,153
Ecuador,F2,6
Ecuador,G1,13
Ecuador,G2,3
Ecuador,G4,10
Ecuador,H1B,25
Ecuador,H2B,3
Ecuador,H4,10
Ecuador,J1,358
Ecuador,K1,44
Ecuador,K2,10
Ecuador,L1,10
Ecuador,L2,28
Ecuador,M1,3
Ecuador,O1,2
Ecuador,O3,2
Ecuador,P1,4
Ecuador,P4,1
Ecuador,R1,1
Ecuador,U3,2
Egypt,A1,6
Egypt,A2,100
Egypt,B1,5
Egypt,B1/B2,"4,359"
Egypt,B2,1
Egypt,C1/D,105
Egypt,C2,1
Egypt,E2,1
Egypt,F1,70
Egypt,F2,9
Egypt,G2,3
Egypt,G3,1
Egypt,G4,17
Egypt,H1B,23
Egypt,H4,6
Egypt,I,1
Egypt,J1,36
Egypt,J2,25
Egypt,K1,35
Egypt,K2,2
Egypt,L1,12
Egypt,L2,13
Egypt,M1,2
Egypt,O1,4
Egypt,O3,2
Egypt,R1,2
Egypt,R2,1
Egypt,TD,1
El Salvador,A1,2
El Salvador,A2,28
El Salvador,B1,12
El Salvador,B1/B2,"3,585"
El Salvador,BBBCC,1
El Salvador,C1,9
El Salvador,C1/D,45
El Salvador,C3,2
El Salvador,E3D,1
El Salvador,F1,22
El Salvador,G2,8
El Salvador,G4,4
El Salvador,H1B,9
El Salvador,H2A,60
El Salvador,H2B,94
El Salvador,I,2
El Salvador,J1,13
El Salvador,J2,4
El Salvador,K1,8
El Salvador,K2,2
El Salvador,L1,7
El Salvador,L2,8
El Salvador,O1,1
El Salvador,P1,4
El Salvador,U2,1
El Salvador,U3,16
Equatorial Guinea,A1,1
Equatorial Guinea,A2,3
Equatorial Guinea,A3,1
Equatorial Guinea,B1/B2,90
Equatorial Guinea,F1,16
Equatorial Guinea,G2,2
Eritrea,B1,1
Eritrea,B1/B2,77
Eritrea,F1,11
Eritrea,K1,6
Estonia,A2,12
Estonia,B1/B2,25
Estonia,C1/D,7
Estonia,F1,4
Estonia,G2,1
Estonia,H1B,1
Estonia,J1,10
Estonia,K1,1
Estonia,L1,2
Estonia,L2,3
Estonia,NATO2,8
Estonia,O1,1
Estonia,P1,1
Eswatini,A2,1
Eswatini,B1/B2,43
Eswatini,F1,2
Eswatini,G2,1
Eswatini,J1,2
Eswatini,J2,3
Ethiopia,A1,23
Ethiopia,A2,10
Ethiopia,A3,1
Ethiopia,B1,6
Ethiopia,B1/B2,"1,827"
Ethiopia,B2,1
Ethiopia,C1,6
Ethiopia,C1/D,135
Ethiopia,D,2
Ethiopia,F1,81
Ethiopia,F2,3
Ethiopia,G1,5
Ethiopia,G2,7
Ethiopia,G4,27
Ethiopia,H1B,10
Ethiopia,H4,3
Ethiopia,J1,10
Ethiopia,J2,4
Ethiopia,K1,30
Ethiopia,L1,1
Ethiopia,L2,1
Ethiopia,P1,2
Ethiopia,R1,3
Fiji,A2,5
Fiji,B1/B2,211
Fiji,C1,15
Fiji,C1/D,26
Fiji,C3,1
Fiji,F1,2
Fiji,G1,3
Fiji,G2,1
Fiji,G4,6
Fiji,I,1
Fiji,J1,5
Fiji,K1,3
Fiji,M1,1
Fiji,P1,1
Fiji,R1,1
Fiji,R2,4
Finland,A1,1
Finland,A2,32
Finland,B1,3
Finland,B1/B2,48
Finland,B2,1
Finland,C1/D,67
Finland,E2,2
Finland,F1,12
Finland,F2,3
Finland,G1,1
Finland,G2,2
Finland,G4,4
Finland,H1B,3
Finland,H4,2
Finland,I,10
Finland,J1,50
Finland,J2,1
Finland,K1,1
Finland,L1,23
Finland,L2,8
Finland,O1,5
Finland,O2,2
Finland,P1,2
Finland,P2,1
Finland,R1,1
France,A1,1
France,A2,72
France,A3,1
France,B1,8
France,B1/B2,641
France,BBBCC,1
France,C1,1
France,C1/D,362
France,C3,3
France,E1,24
France,E2,319
France,E3D,1
France,F1,446
France,F2,10
France,G1,3
France,G2,14
France,G4,42
France,H1B,61
France,H2B,3
France,H3,1
France,H4,18
France,I,40
France,J1,763
France,J2,29
France,K1,10
France,L1,199
France,L2,177
France,M1,8
France,NATO2,21
France,NATO4,1
France,NATO6,3
France,O1,62
France,O2,43
France,O3,12
France,P1,31
France,P3,1
France,Q1,8
France,R1,6
France,R2,1
France,TD,1
Gabon,A2,8
Gabon,B1,3
Gabon,B1/B2,83
Gabon,F1,5
Gabon,G1,3
Gabon,G2,1
Gabon,G4,1
Gabon,J1,10
Gabon,K1,1
Gabon,L1,1
Gabon,P1,1
"Gambia, The",A2,2
"Gambia, The",B1/B2,109
"Gambia, The",B2,1
"Gambia, The",C1,16
"Gambia, The",C1/D,1
"Gambia, The",F1,23
"Gambia, The",F2,2
"Gambia, The",G4,5
"Gambia, The",H1B,1
"Gambia, The",J1,1
"Gambia, The",K1,1
Georgia,A1,7
Georgia,A2,43
Georgia,B1,1
Georgia,B1/B2,692
Georgia,C1/D,123
Georgia,F1,12
Georgia,F2,2
Georgia,G1,2
Georgia,G2,3
Georgia,G4,1
Georgia,H1B,5
Georgia,H4,1
Georgia,I,1
Georgia,J1,13
Georgia,J2,1
Georgia,K1,6
Georgia,K2,1
Germany,A1,6
Germany,A2,72
Germany,B1,4
Germany,B1/B2,"2,008"
Germany,C1/D,618
Germany,E1,27
Germany,E2,255
Germany,E3D,3
Germany,F1,287
Germany,F2,6
Germany,G1,2
Germany,G2,11
Germany,G3,2
Germany,G4,32
Germany,H1B,59
Germany,H2B,1
Germany,H3,1
Germany,H4,11
Germany,I,61
Germany,J1,655
Germany,J2,41
Germany,K1,28
Germany,K2,1
Germany,L1,217
Germany,L2,128
Germany,M1,10
Germany,NATO1,1
Germany,NATO2,22
Germany,NATO4,1
Germany,NATO5,4
Germany,NATO6,19
Germany,O1,46
Germany,O2,5
Germany,O3,5
Germany,P1,39
Germany,P3,2
Germany,Q1,8
Germany,R1,5
Ghana,A1,6
Ghana,A2,120
Ghana,B1/B2,"2,134"
Ghana,C1,2
Ghana,C1/D,70
Ghana,C2,1
Ghana,F1,219
Ghana,F2,35
Ghana,G1,5
Ghana,G2,1
Ghana,G4,29
Ghana,H1B,36
Ghana,H4,30
Ghana,I,10
Ghana,J1,17
Ghana,J2,9
Ghana,K1,15
Ghana,K2,6
Ghana,L1,5
Ghana,L2,3
Ghana,M1,1
Ghana,O1,1
Ghana,R1,6
Gibraltar,B1/B2,1
Gibraltar,J1,1
Great Britain and Northern Ireland,A1,12
