Nonimmigrant Visa Issuances by Nationality                                                      July 2024 (FY 2024),,
Nationality,Visa Class,Issuances
Barbados,G4,3
Barbados,H1B,2
Barbados,H2B,6
Barbados,J1,5
Barbados,J2,1
Barbados,L1,2
Barbados,L2,3
Barbados,M1,1
Barbados,O2,1
Barbados,P1,4
Belarus,A2,4
Belarus,B1/B2,598
Belarus,C1/D,45
Belarus,F1,49
Belarus,F2,1
Belarus,G1,9
Belarus,G4,11
Belarus,H1B,5
Belarus,H4,6
Belarus,J1,10
Belarus,J2,5
Belarus,K1,5
Belarus,K2,1
Belarus,L1,10
Belarus,L2,18
Belarus,O1,1
Belarus,O2,1
Belarus,P1,2
Belarus,P4,3
Belarus,R1,2
Belgium,A1,9
Belgium,A2,10
Belgium,B1/B2,261
Belgium,C1/D,39
Belgium,E2,39
Belgium,F1,190
Belgium,F2,4
Belgium,G2,3
Belgium,G3,4
Belgium,G4,11
Belgium,H1B,17
Belgium,H4,13
Belgium,I,9
Belgium,J1,252
Belgium,J2,8
Belgium,K1,3
Belgium,K2,2
Belgium,L1,40
Belgium,L2,49
Belgium,M1,3
Belgium,NATO2,70
Belgium,NATO6,1
Belgium,O1,13
Belgium,O2,8
Belgium,O3,6
Belgium,P1,10
Belgium,P3,1
Belgium,R1,2
Belgium,TD,4
Belize,A1,1
Belize,A2,20
Belize,B1/B2,800
Belize,B2,2
Belize,C1,28
Belize,C1/D,1
Belize,C3,32
Belize,F1,28
Belize,H1B,2
Belize,H2A,3
Belize,J1,6
Belize,J2,3
Benin,A1,1
Benin,A2,4
Benin,B1/B2,260
Benin,F1,22
Benin,F2,4
Benin,G2,1
Benin,G4,6
Benin,J1,4
Benin,K1,2
Benin,P1,1
Bermuda,B1/B2,6
Bermuda,F1,7
Bermuda,I,1
Bhutan,A1,1
Bhutan,A2,8
Bhutan,B1,3
Bhutan,B1/B2,57
Bhutan,F1,23
Bhutan,F2,3
Bhutan,G4,1
Bhutan,J1,5
Bhutan,J2,3
Bhutan,K1,1
Bolivia,A2,8
Bolivia,B1,4
Bolivia,B1/B2,"2,638"
Bolivia,C1,4
Bolivia,C1/D,33
Bolivia,C3,3
Bolivia,F1,109
Bolivia,F2,9
Bolivia,G2,1
Bolivia,G4,10
Bolivia,G5,1
Bolivia,H1B,3
Bolivia,I,1
Bolivia,J1,54
Bolivia,J2,2
Bolivia,K1,6
Bolivia,K2,1
Bolivia,L1,4
Bolivia,L2,7
Bolivia,M1,2
Bolivia,O1,2
Bolivia,O3,1
Bolivia,P1,4
Bolivia,P3,6
Bosnia-Herzegovina,A1,4
Bosnia-Herzegovina,A2,15
Bosnia-Herzegovina,B1,14
Bosnia-Herzegovina,B1/B2,353
Bosnia-Herzegovina,C1/D,10
Bosnia-Herzegovina,E1,1
Bosnia-Herzegovina,E2,9
Bosnia-Herzegovina,F1,35
Bosnia-Herzegovina,G4,1
Bosnia-Herzegovina,H1B,1
Bosnia-Herzegovina,H4,1
Bosnia-Herzegovina,J1,33
Bosnia-Herzegovina,J2,3
Bosnia-Herzegovina,K1,8
Bosnia-Herzegovina,K2,1
Bosnia-Herzegovina,L1,4
Bosnia-Herzegovina,L2,3
Bosnia-Herzegovina,O3,1
Bosnia-Herzegovina,P3,2
Bosnia-Herzegovina,R1,3
Bosnia-Herzegovina,R2,4
Botswana,A1,4
Botswana,A2,21
Botswana,B1/B2,85
Botswana,C1,1
Botswana,F1,27
Botswana,F2,5
Botswana,G2,4
Botswana,G4,2
Botswana,H1B,1
Botswana,H4,3
Botswana,J1,10
Botswana,K1,2
Botswana,L2,1
Botswana,M1,1
Botswana,Q1,3
Brazil,A1,32
Brazil,A2,302
Brazil,A3,3
Brazil,B1,196
Brazil,B1/B2,"97,401"
Brazil,B2,1
Brazil,C1,43
Brazil,C1/D,474
Brazil,C2,1
Brazil,C3,17
Brazil,E2,7
Brazil,F1,"1,395"
Brazil,F2,194
Brazil,G1,7
Brazil,G2,23
Brazil,G4,67
Brazil,G5,2
Brazil,H1B,149
Brazil,H2A,18
Brazil,H2B,1
Brazil,H3,1
Brazil,H4,140
Brazil,I,20
Brazil,J1,"1,280"
Brazil,J2,211
Brazil,K1,166
Brazil,K2,25
Brazil,L1,537
Brazil,L2,990
Brazil,M1,42
Brazil,M2,4
Brazil,O1,154
Brazil,O2,33
Brazil,O3,96
Brazil,P1,74
Brazil,P2,1
Brazil,P3,16
Brazil,P4,17
Brazil,R1,31
Brazil,R2,24
Brazil,TD,1
Brazil,U1,1
Brazil,U3,1
British National Overseas (Hong Kong) Passport,B1/B2,162
British National Overseas (Hong Kong) Passport,C1/D,2
British National Overseas (Hong Kong) Passport,F1,3
British National Overseas (Hong Kong) Passport,F2,1
British National Overseas (Hong Kong) Passport,H1B,3
British National Overseas (Hong Kong) Passport,H4,2
British National Overseas (Hong Kong) Passport,J1,1
British National Overseas (Hong Kong) Passport,L1,3
British National Overseas (Hong Kong) Passport,L2,1
British National Overseas (Hong Kong) Passport,M1,1
British National Overseas (Hong Kong) Passport,M2,1
British National Overseas (Hong Kong) Passport,O2,1
British Virgin Islands,B1/B2,4
British Virgin Islands,F1,2
Brunei,A2,4
Brunei,B1/B2,2
Brunei,C1/D,1
Brunei,F1,2
Brunei,G1,1
Brunei,J1,3
Brunei,K1,1
Bulgaria,A1,4
Bulgaria,A2,5
Bulgaria,B1,13
Bulgaria,B1/B2,909
Bulgaria,C1,1
Bulgaria,C1/D,70
Bulgaria,E2,11
Bulgaria,F1,55
Bulgaria,G2,4
Bulgaria,G3,1
Bulgaria,G4,7
Bulgaria,H1B,4
Bulgaria,H2A,1
Bulgaria,H2B,1
Bulgaria,I,4
Bulgaria,J1,58
Bulgaria,J2,7
Bulgaria,K1,5
Bulgaria,L1,10
Bulgaria,L2,5
Bulgaria,M1,1
Bulgaria,NATO2,44
Bulgaria,O1,3
Bulgaria,P3,1
Bulgaria,TD,2
Burkina Faso,A2,9
Burkina Faso,A3,1
Burkina Faso,B1/B2,289
Burkina Faso,C3,6
Burkina Faso,F1,30
Burkina Faso,F2,3
Burkina Faso,G2,4
Burkina Faso,G4,3
Burkina Faso,H1B,2
Burkina Faso,J1,6
Burkina Faso,J2,1
Burkina Faso,K1,5
Burkina Faso,O1,1
Burma,A1,6
Burma,A2,1
Burma,B1,8
Burma,B1/B2,303
Burma,C1,123
Burma,D,277
Burma,F1,333
Burma,F2,14
Burma,G4,12
Burma,H1B,4
Burma,J1,48
Burma,K1,33
Burma,K2,1
Burma,L1,2
Burma,L2,3
Burma,O1,2
Burma,R1,2
Burundi,A1,2
Burundi,B1/B2,67
Burundi,C1,1
Burundi,C2,1
Burundi,F1,27
Burundi,F2,1
Burundi,G2,1
Burundi,G4,12
Burundi,H1B,1
Burundi,J1,2
Burundi,K1,9
Burundi,K2,1
Burundi,O1,1
Cabo Verde,A2,7
Cabo Verde,B1/B2,361
Cabo Verde,C1/D,2
Cabo Verde,F1,10
Cabo Verde,G2,1
Cabo Verde,G4,2
Cabo Verde,K1,27
Cabo Verde,K2,3
Cambodia,A1,2
Cambodia,A2,1
Cambodia,B1,3
Cambodia,B1/B2,863
Cambodia,C1,4
Cambodia,C3,6
Cambodia,D,3
Cambodia,F1,217
Cambodia,G1,16
Cambodia,G2,6
Cambodia,G4,4
Cambodia,J1,42
Cambodia,J2,2
Cambodia,K1,39
Cambodia,K2,8
Cambodia,L1,2
Cambodia,L2,6
Cameroon,A1,7
Cameroon,A2,12
Cameroon,B1/B2,884
Cameroon,C1,3
Cameroon,C1/D,7
Cameroon,F1,91
Cameroon,F2,4
Cameroon,G1,2
Cameroon,G2,10
Cameroon,G4,41
Cameroon,H1B,9
Cameroon,H4,15
Cameroon,J1,41
Cameroon,J2,12
Cameroon,K1,83
Cameroon,K2,15
Cameroon,L1,1
Cameroon,L2,1
Cameroon,P1,2
Cameroon,R1,1
Cameroon,TD,1
Canada,A1,53
Canada,A2,8
Canada,B1/B2,18
Canada,C1/D,4
Canada,E1,121
Canada,E2,618
Canada,E3D,3
Canada,F1,74
Canada,F2,2
Canada,G1,5
Canada,G2,11
Canada,G4,58
Canada,H1B,12
Canada,H2A,1
Canada,H4,29
Canada,I,3
Canada,J1,9
Canada,J2,2
Canada,K1,65
Canada,K2,1
Canada,L1,11
Canada,L2,34
Canada,M1,2
Canada,NATO2,130
Canada,NATO4,1
Canada,NATO6,7
Canada,O1,3
Canada,O2,1
Canada,P1,5
Canada,P3,1
Canada,TD,2
Canada,TN,6
Cayman Islands,B1/B2,125
Cayman Islands,C1/D,1
Cayman Islands,F1,13
Cayman Islands,M1,1
Central African Republic,A1,6
Central African Republic,B1/B2,11
Central African Republic,F1,1
Central African Republic,G2,1
Central African Republic,G4,1
Central African Republic,J1,8
Chad,A2,6
Chad,B1/B2,79
Chad,F1,3
Chad,G1,7
Chad,G2,14
Chad,G4,4
Chad,J1,2
Chad,K1,2
Chile,A2,82
Chile,B1,6
Chile,B1/B2,733
Chile,B2,2
Chile,C1/D,97
Chile,C3,3
Chile,E1,14
Chile,E2,14
Chile,F1,295
Chile,F2,65
Chile,G2,7
Chile,G4,13
Chile,H1B,51
Chile,H1B1,208
Chile,H4,231
Chile,J1,216
Chile,J2,70
Chile,K1,8
Chile,K2,2
Chile,L1,44
Chile,L2,89
Chile,M1,3
Chile,O1,5
Chile,O3,6
Chile,P1,2
Chile,R1,3
Chile,R2,3
China - mainland,A1,37
China - mainland,A2,23
China - mainland,B1,197
China - mainland,B1/B2,"65,075"
China - mainland,B2,15
China - mainland,C1,109
China - mainland,C1/D,"1,162"
China - mainland,C3,4
China - mainland,CW1,7
China - mainland,CW2,2
China - mainland,E2,11
China - mainland,E3D,3
China - mainland,F1,"17,981"
China - mainland,F2,278
China - mainland,G1,19
China - mainland,G2,28
China - mainland,G4,101
China - mainland,G5,1
China - mainland,H1B,"2,285"
China - mainland,H3,5
China - mainland,H4,598
China - mainland,I,7
China - mainland,J1,"1,973"
China - mainland,J2,326
China - mainland,K1,52
China - mainland,K2,7
China - mainland,L1,510
China - mainland,L2,520
China - mainland,M1,39
China - mainland,O1,161
China - mainland,O2,14
China - mainland,O3,45
China - mainland,P1,18
China - mainland,P3,118
China - mainland,R1,9
China - mainland,R2,13
China - mainland,T2,1
China - mainland,T3,2
China - mainland,TD,9
China - mainland,U1,1
China - mainland,U3,3
Colombia,A1,6
Colombia,A2,476
Colombia,B1,28
Colombia,B1/B2,"32,337"
Colombia,C1,9
Colombia,C1/D,219
Colombia,E1,12
Colombia,E2,53
Colombia,E3D,1
Colombia,F1,580
Colombia,F2,44
Colombia,G1,2
Colombia,G2,10
Colombia,G4,55
Colombia,G5,2
Colombia,H1B,147
Colombia,H2A,30
Colombia,H2B,33
Colombia,H4,65
Colombia,I,22
Colombia,J1,619
Colombia,J2,135
Colombia,K1,158
Colombia,K2,39
Colombia,L1,93
Colombia,L2,122
Colombia,M1,10
Colombia,O1,40
Colombia,O2,48
Colombia,O3,27
Colombia,P1,38
Colombia,P3,20
Colombia,P4,1
Colombia,Q1,1
Colombia,R1,16
Colombia,R2,8
Colombia,T3,2
Colombia,TD,2
Comoros,A2,1
Comoros,B1/B2,9
Comoros,G1,1
Comoros,G4,1
Comoros,J1,1
"Congo, Democratic Republic of the",A1,2
"Congo, Democratic Republic of the",A2,34
"Congo, Democratic Republic of the",B1/B2,698
"Congo, Democratic Republic of the",B2,1
"Congo, Democratic Republic of the",C1,1
"Congo, Democratic Republic of the",F1,174
"Congo, Democratic Republic of the",F2,7
"Congo, Democratic Republic of the",G2,11
"Congo, Democratic Republic of the",G4,7
"Congo, Democratic Republic of the",H1B,4
"Congo, Democratic Republic of the",H3,1
"Congo, Democratic Republic of the",J1,8
"Congo, Democratic Republic of the",J2,1
"Congo, Democratic Republic of the",K1,20
"Congo, Democratic Republic of the",K2,1
"Congo, Democratic Republic of the",L1,1
"Congo, Democratic Republic of the",M1,1
"Congo, Democratic Republic of the",O1,1
"Congo, Democratic Republic of the",O2,3
"Congo, Democratic Republic of the",P1,2
"Congo, Democratic Republic of the",R1,1
"Congo, Republic of the",A2,12
"Congo, Republic of the",B1,1
"Congo, Republic of the",B1/B2,186
"Congo, Republic of the",F1,14
"Congo, Republic of the",G1,1
"Congo, Republic of the",H3,2
"Congo, Republic of the",J1,5
"Congo, Republic of the",L1,2
"Congo, Republic of the",L2,3
Costa Rica,A1,6
Costa Rica,A2,19
Costa Rica,B1,1
Costa Rica,B1/B2,"7,891"
Costa Rica,C1/D,28
Costa Rica,C3,8
Costa Rica,E2,2
Costa Rica,F1,140
Costa Rica,F2,8
Costa Rica,G1,3
Costa Rica,G4,8
Costa Rica,H1B,12
Costa Rica,H2A,43
Costa Rica,H2B,68
Costa Rica,H4,13
Costa Rica,J1,50
Costa Rica,J2,21
Costa Rica,K1,10
Costa Rica,K2,3
Costa Rica,L1,29
Costa Rica,L2,17
Costa Rica,M1,4
Costa Rica,O1,3
Costa Rica,O3,1
Costa Rica,P1,1
Cote d'Ivoire,A2,20
Cote d'Ivoire,A3,1
Cote d'Ivoire,B1/B2,715
Cote d'Ivoire,C1,1
Cote d'Ivoire,C1/D,8
Cote d'Ivoire,C3,2
Cote d'Ivoire,F1,75
Cote d'Ivoire,F2,3
Cote d'Ivoire,G1,4
Cote d'Ivoire,G2,2
Cote d'Ivoire,G4,19
Cote d'Ivoire,H1B,4
Cote d'Ivoire,I,1
Cote d'Ivoire,J1,6
Cote d'Ivoire,J2,1
Cote d'Ivoire,K1,12
Cote d'Ivoire,K2,2
Cote d'Ivoire,L2,2
Cote d'Ivoire,P1,4
Cote d'Ivoire,TD,1
Croatia,A1,2
Croatia,A2,4
Croatia,B1,11
Croatia,B1/B2,72
Croatia,B2,1
Croatia,C1/D,39
Croatia,E2,1
Croatia,F1,47
Croatia,G1,2
Croatia,G2,2
Croatia,G3,1
Croatia,H1B,8
Croatia,H4,1
Croatia,I,1
Croatia,J1,27
Croatia,J2,3
Croatia,K1,4
Croatia,K2,1
Croatia,L1,13
Croatia,L2,5
Croatia,M1,1
Croatia,NATO2,2
Croatia,O1,3
Croatia,R1,1
Cuba,A1,7
Cuba,B1,164
Cuba,B1/B2,183
Cuba,B2,591
Cuba,C1/D,1
Cuba,F1,4
Cuba,F2,1
Cuba,G1,8
Cuba,G2,14
Cuba,G4,5
Cuba,K1,12
Cuba,K2,2
Cuba,L1,1
Cuba,NATO5,2
Cuba,O1,2
Cuba,O3,2
Cuba,P1,5
Cuba,P3,15
Cuba,R1,1
Cuba,R2,1
Cyprus,A1,2
Cyprus,A2,18
Cyprus,B1/B2,387
Cyprus,C1/D,14
Cyprus,F1,55
Cyprus,G1,3
Cyprus,G2,1
Cyprus,G4,1
Cyprus,H1B,1
Cyprus,I,1
Cyprus,J1,31
Cyprus,J2,3
Cyprus,L1,1
Cyprus,M1,1
Czech Republic,A1,7
Czech Republic,A2,10
Czech Republic,B1,2
Czech Republic,B1/B2,150
Czech Republic,C1/D,16
Czech Republic,F1,103
Czech Republic,F2,1
Czech Republic,G1,6
Czech Republic,G2,1
Czech Republic,G4,2
Czech Republic,H1B,4
Czech Republic,H2A,1
Czech Republic,H4,7
Czech Republic,I,4
Czech Republic,J1,200
Czech Republic,J2,17
Czech Republic,K1,3
Czech Republic,L1,12
Czech Republic,L2,9
Czech Republic,M1,2
Czech Republic,NATO2,24
Czech Republic,NATO6,1
Czech Republic,O1,3
Czech Republic,O3,2
Czech Republic,P1,2
Czech Republic,R1,1
Czech Republic,R2,3
Denmark,A1,8
Denmark,A2,37
Denmark,B1,1
Denmark,B1/B2,204
Denmark,C1/D,35
Denmark,E2,39
Denmark,E3D,1
Denmark,F1,200
Denmark,F2,3
Denmark,G1,10
Denmark,G2,4
Denmark,G3,1
Denmark,G4,14
Denmark,H1B,2
Denmark,H2A,1
Denmark,H4,3
Denmark,I,10
Denmark,J1,332
Denmark,J2,12
Denmark,K1,4
Denmark,L1,45
Denmark,L2,60
Denmark,M1,4
Denmark,NATO2,13
Denmark,O1,11
Denmark,O2,3
Denmark,O3,4
Denmark,P1,5
Denmark,P4,2
Djibouti,A2,4
Djibouti,A3,1
Djibouti,B1,2
Djibouti,B1/B2,18
Djibouti,F1,1
Dominica,B1/B2,248
Dominica,C1/D,3
Dominica,F1,26
Dominica,G4,1
Dominica,H1B,2
Dominica,J1,1
Dominica,J2,1
Dominica,K1,3
Dominica,O2,1
Dominican Republic,A1,10
Dominican Republic,A2,57
Dominican Republic,B1,58
Dominican Republic,B1/B2,"18,535"
Dominican Republic,B2,1
Dominican Republic,C1,3
Dominican Republic,C1/D,57
Dominican Republic,E2,1
Dominican Republic,F1,255
Dominican Republic,F2,9
Dominican Republic,G1,3
Dominican Republic,G2,1
Dominican Republic,G4,14
Dominican Republic,H1B,27
Dominican Republic,H2A,3
Dominican Republic,H2B,19
Dominican Republic,H4,22
Dominican Republic,I,30
Dominican Republic,J1,105
Dominican Republic,J2,17
Dominican Republic,K1,119
Dominican Republic,K2,51
Dominican Republic,L1,28
Dominican Republic,L2,31
Dominican Republic,M1,4
Dominican Republic,O1,9
Dominican Republic,O2,8
Dominican Republic,O3,5
Dominican Republic,P1,93
Dominican Republic,P3,1
Dominican Republic,P4,4
Dominican Republic,Q1,2
Dominican Republic,R1,17
Dominican Republic,R2,5
Dominican Republic,U1,1
Dominican Republic,U3,2
Ecuador,A1,6
Ecuador,A2,95
Ecuador,B1,23
Ecuador,B1/B2,"19,408"
Ecuador,C1,1
Ecuador,C1/D,38
Ecuador,F1,334
Ecuador,F2,14
Ecuador,G1,2
Ecuador,G2,5
Ecuador,G4,20
Ecuador,G5,2
Ecuador,H1B,31
Ecuador,H2B,59
Ecuador,H4,10
Ecuador,J1,128
Ecuador,J2,15
Ecuador,K1,53
Ecuador,K2,21
Ecuador,L1,20
Ecuador,L2,42
Ecuador,M1,2
Ecuador,O1,4
Ecuador,O2,1
Ecuador,O3,1
Ecuador,P1,19
Ecuador,P3,9
Ecuador,R1,5
Ecuador,R2,4
Ecuador,U3,5
Ecuador,U4,2
Egypt,A1,19
Egypt,A2,143
Egypt,A3,3
Egypt,B1,8
Egypt,B1/B2,"5,595"
Egypt,C1,2
Egypt,C1/D,139
Egypt,E2,5
Egypt,F1,207
Egypt,F2,27
Egypt,G1,8
Egypt,G2,4
Egypt,G4,15
Egypt,H1B,44
Egypt,H2A,2
Egypt,H4,48
Egypt,I,17
Egypt,J1,353
Egypt,J2,40
Egypt,K1,6
Egypt,L1,29
Egypt,L2,42
Egypt,M1,7
Egypt,O1,9
Egypt,O3,7
Egypt,P4,1
Egypt,R1,2
Egypt,R2,12
Egypt,TD,1
El Salvador,A1,4
El Salvador,A2,78
El Salvador,A3,2
El Salvador,B1,12
El Salvador,B1/B2,"6,042"
El Salvador,C1,9
El Salvador,C1/D,33
El Salvador,C3,12
El Salvador,F1,72
El Salvador,F2,1
El Salvador,G4,13
El Salvador,H1B,8
El Salvador,H2A,91
El Salvador,H2B,274
El Salvador,H4,6
El Salvador,I,1
El Salvador,J1,38
El Salvador,J2,5
El Salvador,K1,48
El Salvador,K2,12
El Salvador,L1,6
El Salvador,L2,6
El Salvador,P1,20
El Salvador,R1,4
El Salvador,R2,3
El Salvador,T4,1
El Salvador,U2,1
El Salvador,U3,11
Equatorial Guinea,A1,3
Equatorial Guinea,A2,19
Equatorial Guinea,B1/B2,20
Equatorial Guinea,F1,13
Equatorial Guinea,G2,2
Equatorial Guinea,H1B,1
Equatorial Guinea,J1,2
Equatorial Guinea,L1,1
Equatorial Guinea,L2,2
Eritrea,B1,1
Eritrea,B1/B2,123
Eritrea,C1,2
Eritrea,F1,11
Eritrea,G2,1
Eritrea,G4,3
Eritrea,H4,1
Eritrea,J1,1
Eritrea,J2,1
Eritrea,K1,16
Eritrea,K2,1
Eritrea,L1,1
Eritrea,L2,4
Estonia,A1,9
Estonia,A2,7
Estonia,B1,1
Estonia,B1/B2,33
Estonia,B2,1
Estonia,C1/D,12
Estonia,F1,25
Estonia,G4,1
Estonia,H1B,2
Estonia,I,1
Estonia,J1,35
Estonia,J2,7
Estonia,L1,3
Estonia,L2,5
Estonia,NATO2,2
Estonia,NATO6,2
Estonia,O1,5
Estonia,O2,1
Estonia,O3,5
Estonia,R2,1
Eswatini,A1,1
Eswatini,A2,3
Eswatini,A3,1
Eswatini,B1/B2,50
Eswatini,C3,4
Eswatini,F1,32
Eswatini,G1,5
Eswatini,G2,3
Eswatini,G4,2
Eswatini,J1,4
Eswatini,J2,1
Ethiopia,A2,27
Ethiopia,B1,10
Ethiopia,B1/B2,"1,748"
Ethiopia,C1/D,122
Ethiopia,E2,3
Ethiopia,F1,416
Ethiopia,F2,6
Ethiopia,G1,13
Ethiopia,G2,2
Ethiopia,G4,68
Ethiopia,H1B,10
Ethiopia,H4,5
Ethiopia,J1,20
Ethiopia,J2,12
Ethiopia,K1,88
Ethiopia,K2,8
Ethiopia,L1,3
Ethiopia,R1,5
Fiji,A2,8
Fiji,B1,1
Fiji,B1/B2,383
Fiji,C1,11
Fiji,C1/D,19
Fiji,C3,3
Fiji,F1,12
Fiji,G4,7
Fiji,I,3
Fiji,J1,9
Fiji,K1,3
Fiji,O1,1
Fiji,O3,1
Finland,A2,15
Finland,B1,8
Finland,B1/B2,50
Finland,B2,10
Finland,C1,1
Finland,C1/D,66
Finland,E2,22
Finland,F1,101
Finland,G1,4
Finland,G2,8
Finland,G4,4
