Nonimmigrant Visa Issuances by Nationality                                                      December 2023 (FY 2024),,
Nationality,Visa Class,Issuances
Belarus,G2,1
Belarus,G4,1
Belarus,H1B,7
Belarus,H4,1
Belarus,J1,10
Belarus,K1,9
Belarus,K2,1
Belarus,L1,7
Belarus,L2,12
Belarus,P1,3
Belarus,P4,2
Belgium,A2,11
Belgium,B1,1
Belgium,B1/B2,247
Belgium,C1,1
Belgium,C1/D,96
Belgium,E1,3
Belgium,E2,16
Belgium,F1,66
Belgium,G2,5
Belgium,G3,1
Belgium,G4,6
Belgium,H1B,17
Belgium,H4,6
Belgium,I,6
Belgium,J1,63
Belgium,J2,3
Belgium,K1,5
Belgium,K2,1
Belgium,L1,29
Belgium,L2,29
Belgium,M1,1
Belgium,NATO2,51
Belgium,O1,10
Belgium,O2,5
Belgium,P1,5
Belgium,P2,1
Belgium,P3,1
Belgium,P4,1
Belize,A2,3
Belize,B1/B2,592
Belize,C1,2
Belize,C1/D,3
Belize,F1,10
Belize,H1B,4
Belize,K1,2
Belize,K2,2
Belize,R1,1
Benin,A2,4
Benin,B1/B2,100
Benin,C1,1
Benin,C2,1
Benin,D,1
Benin,F1,26
Benin,G4,2
Benin,H1B,2
Benin,J1,3
Benin,K1,1
Benin,K2,1
Benin,R1,1
Bermuda,B1/B2,8
Bermuda,F1,2
Bhutan,A1,3
Bhutan,A2,2
Bhutan,A3,1
Bhutan,B1/B2,25
Bhutan,F1,20
Bhutan,F2,2
Bhutan,G1,3
Bhutan,G4,2
Bhutan,H1B,3
Bhutan,J1,2
Bhutan,M1,1
Bolivia,B1,2
Bolivia,B1/B2,"1,765"
Bolivia,B2,1
Bolivia,C1/D,3
Bolivia,E2,3
Bolivia,F1,63
Bolivia,G1,1
Bolivia,G4,15
Bolivia,H1B,15
Bolivia,H4,1
Bolivia,J1,26
Bolivia,K1,12
Bolivia,K2,2
Bolivia,L1,4
Bolivia,L2,2
Bolivia,M1,2
Bolivia,O1,1
Bolivia,O3,3
Bolivia,TD,1
Bosnia-Herzegovina,A2,8
Bosnia-Herzegovina,B1,19
Bosnia-Herzegovina,B1/B2,255
Bosnia-Herzegovina,C1/D,21
Bosnia-Herzegovina,E2,2
Bosnia-Herzegovina,F1,11
Bosnia-Herzegovina,G2,1
Bosnia-Herzegovina,H1B,2
Bosnia-Herzegovina,J1,2
Bosnia-Herzegovina,K1,4
Bosnia-Herzegovina,L1,1
Bosnia-Herzegovina,O2,1
Bosnia-Herzegovina,P3,2
Botswana,A1,1
Botswana,A2,9
Botswana,B1/B2,54
Botswana,C1/D,3
Botswana,E3D,3
Botswana,F1,12
Botswana,G4,1
Botswana,H1B,2
Botswana,J1,4
Brazil,A1,29
Brazil,A2,154
Brazil,A3,2
Brazil,B1,287
Brazil,B1/B2,"86,562"
Brazil,B2,3
Brazil,C1,39
Brazil,C1/D,350
Brazil,C3,6
Brazil,D,1
Brazil,E1,1
Brazil,E2,6
Brazil,E3D,1
Brazil,F1,742
Brazil,F2,97
Brazil,G1,3
Brazil,G2,5
Brazil,G4,43
Brazil,G5,2
Brazil,H1B,353
Brazil,H2A,7
Brazil,H2B,3
Brazil,H4,135
Brazil,I,22
Brazil,J1,863
Brazil,J2,163
Brazil,K1,68
Brazil,K2,7
Brazil,L1,661
Brazil,L2,974
Brazil,M1,12
Brazil,O1,169
Brazil,O2,16
Brazil,O3,70
Brazil,P1,98
Brazil,P3,6
Brazil,P4,20
Brazil,R1,15
Brazil,R2,3
Brazil,TD,2
British National Overseas (Hong Kong) Passport,B1/B2,179
British National Overseas (Hong Kong) Passport,C1/D,2
British National Overseas (Hong Kong) Passport,E3D,1
British National Overseas (Hong Kong) Passport,F1,3
British National Overseas (Hong Kong) Passport,H1B,5
British National Overseas (Hong Kong) Passport,I,1
British National Overseas (Hong Kong) Passport,L1,2
British National Overseas (Hong Kong) Passport,M1,1
British National Overseas (Hong Kong) Passport,O1,1
British National Overseas (Hong Kong) Passport,O2,1
British National Overseas (Hong Kong) Passport,P1,2
British National Overseas (Hong Kong) Passport,R2,1
British Virgin Islands,B1/B2,1
British Virgin Islands,F1,2
British Virgin Islands,L1,1
British Virgin Islands,L2,1
Brunei,B1/B2,1
Brunei,H1B,1
Brunei,J1,1
Brunei,K1,1
Brunei,L2,1
Bulgaria,A2,2
Bulgaria,B1,1
Bulgaria,B1/B2,802
Bulgaria,C1/D,34
Bulgaria,E2,9
Bulgaria,F1,8
Bulgaria,G4,3
Bulgaria,H1B,8
Bulgaria,H2B,32
Bulgaria,I,8
Bulgaria,J1,15
Bulgaria,J2,1
Bulgaria,K1,1
Bulgaria,L1,3
Bulgaria,L2,4
Bulgaria,NATO2,1
Bulgaria,O1,2
Bulgaria,P3,10
Burkina Faso,A1,14
Burkina Faso,A2,5
Burkina Faso,B1/B2,96
Burkina Faso,F1,14
Burkina Faso,G2,2
Burkina Faso,G4,3
Burkina Faso,J1,2
Burkina Faso,K1,1
Burkina Faso,R1,1
Burma,A1,8
Burma,B1,6
Burma,B1/B2,349
Burma,B2,7
Burma,C1,81
Burma,D,230
Burma,F1,373
Burma,F2,10
Burma,G4,3
Burma,H1B,5
Burma,J1,9
Burma,J2,1
Burma,K1,13
Burma,L2,2
Burma,R1,1
Burundi,A1,6
Burundi,A2,1
Burundi,B1/B2,50
Burundi,C1,1
Burundi,C1/D,1
Burundi,F1,21
Burundi,G1,1
Burundi,G4,7
Burundi,H4,2
Burundi,K1,5
Burundi,O1,1
Cabo Verde,B1/B2,171
Cabo Verde,C1/D,3
Cabo Verde,F1,2
Cabo Verde,K1,5
Cabo Verde,K2,2
Cabo Verde,O1,1
Cabo Verde,O2,1
Cambodia,A1,1
Cambodia,A2,1
Cambodia,B1,2
Cambodia,B1/B2,531
Cambodia,C1,1
Cambodia,D,1
Cambodia,E2,1
Cambodia,F1,105
Cambodia,F2,2
Cambodia,G2,2
Cambodia,G4,1
Cambodia,J1,8
Cambodia,K1,22
Cambodia,K2,1
Cameroon,A1,8
Cameroon,A2,2
Cameroon,B1,1
Cameroon,B1/B2,467
Cameroon,C1,1
Cameroon,C1/D,2
Cameroon,F1,80
Cameroon,F2,8
Cameroon,G1,3
Cameroon,G4,32
Cameroon,H1B,12
Cameroon,H4,3
Cameroon,J1,5
Cameroon,J2,5
Cameroon,K1,15
Cameroon,L1,1
Cameroon,O1,2
Cameroon,P1,1
Cameroon,P3,2
Cameroon,R1,3
Canada,A1,5
Canada,A2,5
Canada,B1,2
Canada,B1/B2,10
Canada,C1/D,2
Canada,E1,50
Canada,E2,297
Canada,E3D,3
Canada,F1,3
Canada,G1,2
Canada,G2,1
Canada,G4,14
Canada,H1B,4
Canada,H2A,1
Canada,H4,17
Canada,J1,4
Canada,K1,42
Canada,L1,7
Canada,L2,14
Canada,NATO2,2
Canada,NATO5,2
Canada,NATO6,2
Canada,O1,1
Canada,O2,1
Canada,O3,1
Canada,TD,2
Canada,TN,1
Canada,U1,1
Cayman Islands,B1/B2,101
Cayman Islands,C1/D,1
Cayman Islands,F1,5
Central African Republic,A1,3
Central African Republic,A2,2
Central African Republic,B1/B2,1
Central African Republic,G1,1
Central African Republic,G4,1
Chad,A1,1
Chad,A2,2
Chad,B1/B2,49
Chad,F1,13
Chad,F2,1
Chad,G2,1
Chad,G4,1
Chad,H1B,1
Chad,J1,3
Chad,L1,1
Chile,A1,10
Chile,A2,100
Chile,B1,51
Chile,B1/B2,705
Chile,B2,1
Chile,C1/D,98
Chile,C3,17
Chile,E2,27
Chile,F1,425
Chile,F2,71
Chile,G1,5
Chile,G2,1
Chile,G4,13
Chile,H1B,75
Chile,H1B1,185
Chile,H2B,4
Chile,H3,1
Chile,H4,188
Chile,I,3
Chile,J1,202
Chile,J2,38
Chile,K1,5
Chile,L1,50
Chile,L2,87
Chile,M1,2
Chile,O1,13
Chile,O2,1
Chile,O3,9
Chile,P1,8
Chile,P3,1
Chile,P4,3
Chile,R1,3
China - mainland,A1,67
China - mainland,A2,40
China - mainland,A3,1
China - mainland,B1,193
China - mainland,B1/B2,"32,346"
China - mainland,B2,4
China - mainland,C1,16
China - mainland,C1/D,946
China - mainland,C3,9
China - mainland,CW1,15
China - mainland,CW2,2
China - mainland,E2,7
China - mainland,E3D,1
China - mainland,F1,"5,964"
China - mainland,F2,204
China - mainland,G1,11
China - mainland,G2,7
China - mainland,G4,60
China - mainland,H1B,"3,716"
China - mainland,H4,367
China - mainland,J1,"1,166"
China - mainland,J2,295
China - mainland,K1,43
China - mainland,K2,2
China - mainland,L1,406
China - mainland,L2,238
China - mainland,M1,28
China - mainland,O1,143
China - mainland,O2,8
China - mainland,O3,19
China - mainland,P1,50
China - mainland,P3,8
China - mainland,P4,2
China - mainland,R1,2
China - mainland,T2,1
China - mainland,T3,1
China - mainland,TD,5
Colombia,A1,1
Colombia,A2,138
Colombia,B1,17
Colombia,B1/B2,"28,942"
Colombia,BBBCC,1
Colombia,C1,4
Colombia,C1/D,180
Colombia,C2,1
Colombia,E1,3
Colombia,E2,34
Colombia,F1,400
Colombia,F2,38
Colombia,G1,11
Colombia,G2,2
Colombia,G4,36
Colombia,G5,2
Colombia,H1B,172
Colombia,H2A,19
Colombia,H2B,20
Colombia,H3,1
Colombia,H4,64
Colombia,I,16
Colombia,J1,426
Colombia,J2,36
Colombia,K1,164
Colombia,K2,35
Colombia,L1,43
Colombia,L2,42
Colombia,M1,8
Colombia,O1,44
Colombia,O2,35
Colombia,O3,26
Colombia,P1,57
Colombia,P3,1
Colombia,P4,17
Colombia,R1,6
Colombia,R2,6
Colombia,TD,1
Comoros,A2,1
Comoros,B1/B2,3
Comoros,F2,1
Comoros,M1,1
"Congo, Democratic Republic of the",A1,4
"Congo, Democratic Republic of the",A2,40
"Congo, Democratic Republic of the",B1/B2,856
"Congo, Democratic Republic of the",F1,83
"Congo, Democratic Republic of the",G2,3
"Congo, Democratic Republic of the",G4,3
"Congo, Democratic Republic of the",H1B,6
"Congo, Democratic Republic of the",J1,3
"Congo, Democratic Republic of the",K1,10
"Congo, Democratic Republic of the",K2,2
"Congo, Democratic Republic of the",L1,2
"Congo, Democratic Republic of the",P3,14
"Congo, Democratic Republic of the",R1,1
"Congo, Republic of the",A2,15
"Congo, Republic of the",B1/B2,167
"Congo, Republic of the",F1,6
"Congo, Republic of the",G2,4
"Congo, Republic of the",G4,5
"Congo, Republic of the",J1,1
Costa Rica,A2,9
Costa Rica,B1,1
Costa Rica,B1/B2,"6,713"
Costa Rica,C1/D,28
Costa Rica,C3,2
Costa Rica,E2,3
Costa Rica,E3D,1
Costa Rica,F1,39
Costa Rica,G2,1
Costa Rica,G4,8
Costa Rica,H1B,24
Costa Rica,H2A,7
Costa Rica,H2B,2
Costa Rica,H3,7
Costa Rica,H4,10
Costa Rica,J1,36
Costa Rica,J2,4
Costa Rica,K1,13
Costa Rica,K2,3
Costa Rica,L1,19
Costa Rica,L2,18
Costa Rica,M1,2
Costa Rica,O1,3
Costa Rica,O3,1
Costa Rica,P1,2
Costa Rica,R1,1
Cote d'Ivoire,A2,3
Cote d'Ivoire,B1/B2,514
Cote d'Ivoire,C1/D,8
Cote d'Ivoire,F1,74
Cote d'Ivoire,F2,1
Cote d'Ivoire,G2,10
Cote d'Ivoire,G4,6
Cote d'Ivoire,G5,1
Cote d'Ivoire,H1B,4
Cote d'Ivoire,H4,1
Cote d'Ivoire,J1,2
Cote d'Ivoire,J2,5
Cote d'Ivoire,K1,14
Cote d'Ivoire,L2,1
Cote d'Ivoire,O2,1
Croatia,A1,1
Croatia,A2,2
Croatia,B1,21
Croatia,B1/B2,78
Croatia,C1/D,44
Croatia,E2,2
Croatia,F1,7
Croatia,G4,2
Croatia,H1B,7
Croatia,H2B,3
Croatia,H4,1
Croatia,J1,35
Croatia,J2,5
Croatia,L1,4
Croatia,L2,1
Croatia,NATO2,3
Croatia,O1,3
Croatia,O2,1
Croatia,O3,1
Croatia,P4,1
Cuba,A1,13
Cuba,A2,5
Cuba,B1,47
Cuba,B1/B2,128
Cuba,B2,483
Cuba,C1/D,2
Cuba,F1,4
Cuba,G1,2
Cuba,G2,8
Cuba,J1,1
Cuba,K1,44
Cuba,K2,4
Cuba,O1,2
Cuba,P1,5
Cuba,P3,1
Cyprus,A1,1
Cyprus,B1/B2,374
Cyprus,C1/D,3
Cyprus,F1,10
Cyprus,H1B,5
Cyprus,J1,4
Cyprus,O1,3
Czech Republic,A2,1
Czech Republic,B1,1
Czech Republic,B1/B2,175
Czech Republic,C1/D,20
Czech Republic,E2,10
Czech Republic,F1,31
Czech Republic,G2,1
Czech Republic,G4,2
Czech Republic,H1B,13
Czech Republic,H2B,6
Czech Republic,H4,4
Czech Republic,J1,55
Czech Republic,J2,10
Czech Republic,K1,5
Czech Republic,L1,20
Czech Republic,L2,15
Czech Republic,NATO2,3
Czech Republic,NATO6,1
Czech Republic,O1,2
Czech Republic,P1,2
Czech Republic,R1,1
Denmark,A1,2
Denmark,A2,24
Denmark,B1,1
Denmark,B1/B2,186
Denmark,C1/D,35
Denmark,E2,18
Denmark,E3D,1
Denmark,F1,49
Denmark,G1,2
Denmark,G2,7
Denmark,G3,1
Denmark,G4,9
Denmark,H1B,11
Denmark,H4,1
Denmark,I,11
Denmark,J1,101
Denmark,J2,9
Denmark,K1,3
Denmark,L1,22
Denmark,L2,21
Denmark,M1,1
Denmark,NATO2,36
Denmark,O1,19
Denmark,O2,10
Denmark,O3,7
Denmark,P1,8
Denmark,P4,1
Djibouti,A1,1
Djibouti,A2,5
Djibouti,B1,3
Djibouti,B1/B2,16
Djibouti,K1,1
Dominica,A1,1
Dominica,B1/B2,217
Dominica,C1,1
Dominica,C1/D,2
Dominica,F1,10
Dominica,H1B,3
Dominican Republic,A1,6
Dominican Republic,A2,4
Dominican Republic,B1,29
Dominican Republic,B1/B2,"9,529"
Dominican Republic,B2,1
Dominican Republic,C1/D,57
Dominican Republic,F1,116
Dominican Republic,F2,8
Dominican Republic,G2,1
Dominican Republic,G4,2
Dominican Republic,H1B,33
Dominican Republic,H2B,8
Dominican Republic,H4,8
Dominican Republic,I,12
Dominican Republic,J1,32
Dominican Republic,J2,4
Dominican Republic,K1,266
Dominican Republic,K2,73
Dominican Republic,L1,16
Dominican Republic,L2,21
Dominican Republic,M1,2
Dominican Republic,O1,7
Dominican Republic,P1,170
Dominican Republic,P4,30
Dominican Republic,R1,4
Dominican Republic,R2,3
Dominican Republic,U3,2
Ecuador,A1,1
Ecuador,A2,8
Ecuador,B1,47
Ecuador,B1/B2,"15,917"
Ecuador,C1/D,31
Ecuador,D,1
Ecuador,E2,5
Ecuador,F1,306
Ecuador,F2,11
Ecuador,G1,1
Ecuador,G2,10
Ecuador,G4,12
Ecuador,G5,1
Ecuador,H1B,40
Ecuador,H4,18
Ecuador,I,1
Ecuador,J1,"1,225"
Ecuador,J2,9
Ecuador,K1,50
Ecuador,K2,20
Ecuador,L1,12
Ecuador,L2,21
Ecuador,M1,9
Ecuador,O1,5
Ecuador,O3,3
Ecuador,P1,1
Ecuador,R1,1
Ecuador,U2,2
Ecuador,U3,1
Egypt,A1,4
Egypt,A2,76
Egypt,A3,2
Egypt,B1,3
Egypt,B1/B2,"3,158"
Egypt,C1/D,92
Egypt,D,3
Egypt,E2,1
Egypt,F1,125
Egypt,F2,33
Egypt,G1,1
Egypt,G4,21
Egypt,H1B,32
Egypt,H4,26
Egypt,I,1
Egypt,J1,72
Egypt,J2,37
Egypt,K1,22
Egypt,L1,16
Egypt,L2,26
Egypt,M1,1
Egypt,O1,7
Egypt,O3,1
Egypt,R1,4
Egypt,R2,6
El Salvador,A1,8
El Salvador,A2,31
El Salvador,B1,8
El Salvador,B1/B2,"3,320"
El Salvador,C1,1
El Salvador,C1/D,40
El Salvador,F1,34
El Salvador,G1,4
El Salvador,G2,2
El Salvador,G4,4
El Salvador,H1B,13
El Salvador,H2A,2
El Salvador,H2B,300
El Salvador,H4,1
El Salvador,I,1
El Salvador,J1,14
El Salvador,J2,3
El Salvador,K1,16
El Salvador,L1,5
El Salvador,L2,5
El Salvador,R1,5
El Salvador,T4,2
El Salvador,T5,3
El Salvador,T6,1
El Salvador,U1,1
El Salvador,U2,2
El Salvador,U3,13
El Salvador,U4,1
El Salvador,U5,1
Equatorial Guinea,A1,2
Equatorial Guinea,A2,2
Equatorial Guinea,B1,2
Equatorial Guinea,B1/B2,88
Equatorial Guinea,F1,11
Equatorial Guinea,G1,3
Equatorial Guinea,G2,1
Equatorial Guinea,G4,1
Equatorial Guinea,L1,1
Eritrea,B1/B2,40
Eritrea,F1,6
Eritrea,G4,1
Eritrea,K1,6
Eritrea,P3,1
Estonia,A1,1
Estonia,A2,3
Estonia,B1/B2,28
Estonia,C1/D,5
Estonia,E2,3
Estonia,F1,7
Estonia,H1B,1
Estonia,J1,14
Estonia,J2,2
Estonia,L1,1
Estonia,NATO2,7
Estonia,O1,2
Estonia,P1,28
Eswatini,A2,3
Eswatini,B1/B2,10
Eswatini,F1,3
Eswatini,G4,3
Eswatini,J1,2
Ethiopia,A1,5
Ethiopia,A2,3
Ethiopia,B1,5
Ethiopia,B1/B2,"1,486"
Ethiopia,C1,1
Ethiopia,C1/D,90
Ethiopia,D,1
Ethiopia,F1,190
Ethiopia,F2,3
Ethiopia,G1,7
Ethiopia,G2,1
Ethiopia,G4,26
Ethiopia,G5,1
Ethiopia,H1B,13
Ethiopia,H4,4
Ethiopia,J1,7
Ethiopia,K1,49
Ethiopia,K2,9
Ethiopia,L1,1
Ethiopia,L2,1
Ethiopia,O1,1
Ethiopia,P1,2
Ethiopia,R1,2
Ethiopia,R2,1
Fiji,A2,2
Fiji,B1/B2,189
Fiji,C1,14
Fiji,C1/D,22
Fiji,F1,2
Fiji,G4,1
Fiji,H1B,1
Fiji,J1,6
Fiji,P4,2
Finland,A1,1
Finland,A2,23
Finland,B1,2
Finland,B1/B2,47
Finland,B2,2
Finland,C1/D,45
Finland,E2,9
Finland,F1,26
Finland,F2,5
Finland,G4,4
Finland,H1B,3
Finland,H4,2
Finland,J1,43
Finland,J2,3
Finland,K1,3
Finland,L1,17
Finland,L2,8
Finland,M1,1
Finland,O1,5
Finland,P1,7
France,A1,6
France,A2,43
France,B1,4
France,B1/B2,672
France,B2,1
France,C1/D,315
France,E1,24
France,E2,251
France,F1,808
France,F2,6
France,G2,3
France,G4,42
France,H1B,157
France,H2A,1
France,H4,21
France,I,40
France,J1,"1,074"
France,J2,58
France,K1,16
France,K2,1
France,L1,290
France,L2,349
France,M1,4
France,NATO2,17
France,NATO4,1
France,NATO6,1
France,O1,71
France,O2,13
France,O3,22
France,P1,40
France,P3,16
France,Q1,20
France,R1,3
France,TD,4
Gabon,A1,2
Gabon,A2,44
Gabon,B1/B2,62
Gabon,F1,12
Gabon,G2,1
Gabon,G4,1
Gabon,H1B,1
Gabon,K1,1
"Gambia, The",A1,9
"Gambia, The",A2,2
"Gambia, The",B1/B2,76
"Gambia, The",C1,19
"Gambia, The",D,3
"Gambia, The",F1,21
"Gambia, The",F2,2
"Gambia, The",G1,3
"Gambia, The",G4,2
"Gambia, The",J1,1
"Gambia, The",J2,1
"Gambia, The",K1,15
"Gambia, The",K2,2
"Gambia, The",O2,1
Georgia,A2,32
Georgia,A3,1
Georgia,B1/B2,526
Georgia,C1/D,49
Georgia,F1,12
Georgia,F2,3
Georgia,G2,1
Georgia,G4,5
Georgia,H1B,4
Georgia,H4,1
Georgia,I,3
Georgia,J1,17
Georgia,J2,3
Georgia,K1,1
Georgia,L1,3
Georgia,L2,3
Georgia,O1,1
Georgia,P1,2
Georgia,P4,2
Germany,A1,4
Germany,A2,50
Germany,B1,8
Germany,B1/B2,"1,902"
Germany,B2,1
Germany,C1,2
Germany,C1/D,502
Germany,E1,24
Germany,E2,289
Germany,E3,1
Germany,E3D,1
Germany,F1,324
Germany,G1,8
Germany,G2,11
Germany,G4,29
Germany,H1B,98
Germany,H4,13
Germany,I,46
Germany,J1,683
Germany,J2,27
Germany,K1,28
Germany,K2,2
Germany,L1,200
Germany,L2,125
Germany,M1,11
Germany,NATO2,31
Germany,NATO4,1
Germany,NATO6,24
Germany,O1,70
Germany,O2,39
Germany,O3,9
Germany,P1,69
Germany,P2,1
Germany,P3,6
Germany,P4,9
Germany,Q1,3
Germany,R1,2
Germany,TD,1
Ghana,A1,4
Ghana,A2,47
Ghana,B1,2
Ghana,B1/B2,"1,349"
Ghana,B2,3
Ghana,C1/D,13
Ghana,C2,1
Ghana,F1,551
Ghana,F2,76
Ghana,G1,1
Ghana,G2,3
Ghana,G4,19
Ghana,H1B,33
Ghana,H4,9
Ghana,J1,26
Ghana,J2,19
Ghana,K1,13
Ghana,K2,2
Ghana,L1,3
Ghana,L2,1
Ghana,O2,2
Ghana,P1,3
Ghana,P3,4
Ghana,R1,4
Gibraltar,J1,1
Great Britain and Northern Ireland,A1,11
Great Britain and Northern Ireland,A2,216
Great Britain and Northern Ireland,A3,1
Great Britain and Northern Ireland,B1,100
Great Britain and Northern Ireland,B1/B2,"1,717"
Great Britain and Northern Ireland,B2,3
Great Britain and Northern Ireland,C1/D,389
Great Britain and Northern Ireland,C3,2
Great Britain and Northern Ireland,D,1
Great Britain and Northern Ireland,E1,9
Great Britain and Northern Ireland,E2,184
Great Britain and Northern Ireland,E3D,14
Great Britain and Northern Ireland,F1,220
Great Britain and Northern Ireland,F2,2
Great Britain and Northern Ireland,G1,5
