Nonimmigrant Visa Issuances by Nationality                                                      February 2024 (FY 2024),,
Nationality,Visa Class,Issuances
Belarus,P4,1
Belgium,A1,5
Belgium,A2,30
Belgium,B1,6
Belgium,B1/B2,302
Belgium,C1/D,87
Belgium,E2,18
Belgium,F1,5
Belgium,G1,1
Belgium,G2,6
Belgium,G3,3
Belgium,G4,15
Belgium,H1B,7
Belgium,H2A,3
Belgium,H4,4
Belgium,I,16
Belgium,J1,39
Belgium,J2,6
Belgium,K1,3
Belgium,L1,28
Belgium,L2,17
Belgium,M1,2
Belgium,NATO2,55
Belgium,NATO4,4
Belgium,NATO6,1
Belgium,O1,17
Belgium,O2,19
Belgium,O3,6
Belgium,P1,18
Belgium,P4,1
Belize,A2,16
Belize,B1,1
Belize,B1/B2,768
Belize,C1,18
Belize,C1/D,2
Belize,C3,15
Belize,F1,3
Belize,H1B,3
Belize,H2A,7
Belize,H2B,2
Belize,J1,8
Belize,K1,3
Belize,K2,4
Benin,A2,5
Benin,B1/B2,200
Benin,F1,10
Benin,G2,9
Benin,G4,2
Benin,H1B,1
Benin,J1,2
Benin,K1,2
Benin,O1,1
Benin,P1,1
Bermuda,B1/B2,11
Bhutan,B1/B2,42
Bhutan,F1,4
Bhutan,G2,4
Bhutan,G4,1
Bhutan,H4,1
Bhutan,J1,5
Bhutan,K1,1
Bolivia,A1,1
Bolivia,A2,6
Bolivia,B1,5
Bolivia,B1/B2,"2,256"
Bolivia,B2,1
Bolivia,C1,4
Bolivia,C1/D,23
Bolivia,C3,4
Bolivia,E2,1
Bolivia,F1,21
Bolivia,F2,1
Bolivia,G2,3
Bolivia,G4,8
Bolivia,G5,1
Bolivia,H1B,3
Bolivia,I,1
Bolivia,J1,47
Bolivia,K1,2
Bolivia,L1,2
Bolivia,L2,4
Bolivia,O1,2
Bolivia,O3,4
Bolivia,P3,11
Bolivia,R1,2
Bosnia-Herzegovina,A2,2
Bosnia-Herzegovina,B1,13
Bosnia-Herzegovina,B1/B2,568
Bosnia-Herzegovina,C1/D,7
Bosnia-Herzegovina,E2,3
Bosnia-Herzegovina,F1,1
Bosnia-Herzegovina,F2,1
Bosnia-Herzegovina,G4,4
Bosnia-Herzegovina,H1B,1
Bosnia-Herzegovina,J1,9
Bosnia-Herzegovina,J2,1
Bosnia-Herzegovina,K1,12
Bosnia-Herzegovina,K2,2
Bosnia-Herzegovina,P1,1
Bosnia-Herzegovina,P3,5
Bosnia-Herzegovina,P4,2
Bosnia-Herzegovina,R1,1
Bosnia-Herzegovina,R2,2
Botswana,A2,13
Botswana,B1/B2,88
Botswana,C1/D,2
Botswana,G2,17
Botswana,G4,3
Botswana,H1B,1
Botswana,J1,11
Botswana,K1,1
Brazil,A1,6
Brazil,A2,271
Brazil,A3,1
Brazil,B1,158
Brazil,B1/B2,"81,294"
Brazil,B2,3
Brazil,C1,36
Brazil,C1/D,339
Brazil,C2,1
Brazil,C3,20
Brazil,D,1
Brazil,E2,11
Brazil,E3D,1
Brazil,F1,161
Brazil,F2,53
Brazil,G1,5
Brazil,G2,11
Brazil,G4,57
Brazil,H1B,91
Brazil,H2A,41
Brazil,H2B,4
Brazil,H3,1
Brazil,H4,52
Brazil,I,23
Brazil,J1,582
Brazil,J2,58
Brazil,K1,123
Brazil,K2,16
Brazil,L1,332
Brazil,L2,393
Brazil,M1,11
Brazil,O1,123
Brazil,O2,43
Brazil,O3,57
Brazil,P1,74
Brazil,P3,6
Brazil,P4,8
Brazil,R1,8
Brazil,R2,3
Brazil,TD,1
British National Overseas (Hong Kong) Passport,B1/B2,234
British National Overseas (Hong Kong) Passport,C1/D,1
British National Overseas (Hong Kong) Passport,F1,1
British National Overseas (Hong Kong) Passport,H1B,1
British National Overseas (Hong Kong) Passport,J1,1
British National Overseas (Hong Kong) Passport,K1,1
British National Overseas (Hong Kong) Passport,L1,1
British National Overseas (Hong Kong) Passport,TD,1
British Virgin Islands,B1/B2,1
British Virgin Islands,H1B,1
Brunei,A2,2
Brunei,B1/B2,1
Brunei,F1,1
Brunei,G2,2
Brunei,J1,5
Bulgaria,A2,10
Bulgaria,B1,21
Bulgaria,B1/B2,"1,420"
Bulgaria,B2,5
Bulgaria,C1,2
Bulgaria,C1/D,51
Bulgaria,E2,3
Bulgaria,G2,7
Bulgaria,G3,1
Bulgaria,G4,3
Bulgaria,H1B,2
Bulgaria,H2B,2
Bulgaria,I,1
Bulgaria,J1,288
Bulgaria,K1,3
Bulgaria,L1,3
Bulgaria,L2,6
Bulgaria,NATO2,7
Bulgaria,NATO4,1
Bulgaria,NATO6,1
Bulgaria,O1,3
Bulgaria,O3,3
Bulgaria,P1,1
Bulgaria,P3,3
Burkina Faso,A1,6
Burkina Faso,A2,4
Burkina Faso,A3,1
Burkina Faso,B1/B2,96
Burkina Faso,F1,16
Burkina Faso,G2,3
Burkina Faso,G4,4
Burkina Faso,H1B,1
Burkina Faso,H4,1
Burkina Faso,J1,2
Burma,A1,2
Burma,A2,1
Burma,A3,1
Burma,B1,8
Burma,B1/B2,520
Burma,C1,89
Burma,D,211
Burma,F1,262
Burma,F2,7
Burma,G4,8
Burma,G5,1
Burma,H1B,2
Burma,H3,1
Burma,H4,1
Burma,J1,13
Burma,K1,29
Burma,K2,1
Burma,O1,1
Burma,R1,1
Burundi,A1,2
Burundi,A2,2
Burundi,B1/B2,42
Burundi,C2,1
Burundi,F1,3
Burundi,G1,1
Burundi,G2,9
Burundi,G4,8
Burundi,J1,2
Burundi,K1,7
Burundi,K2,1
Cabo Verde,A2,6
Cabo Verde,B1/B2,168
Cabo Verde,C1/D,2
Cabo Verde,F1,1
Cabo Verde,G1,2
Cabo Verde,G2,10
Cabo Verde,H1B,1
Cabo Verde,J1,1
Cabo Verde,R1,1
Cambodia,A2,9
Cambodia,B1,6
Cambodia,B1/B2,785
Cambodia,C1,5
Cambodia,C2,1
Cambodia,D,5
Cambodia,F1,19
Cambodia,G1,5
Cambodia,G2,10
Cambodia,G4,2
Cambodia,H1B,2
Cambodia,J1,7
Cambodia,K1,107
Cambodia,K2,10
Cambodia,M1,3
Cambodia,R1,1
Cameroon,A1,6
Cameroon,A2,9
Cameroon,B1/B2,730
Cameroon,C1,1
Cameroon,C1/D,8
Cameroon,C2,5
Cameroon,C3,1
Cameroon,F1,10
Cameroon,G1,1
Cameroon,G2,14
Cameroon,G4,30
Cameroon,H1B,2
Cameroon,H4,12
Cameroon,J1,11
Cameroon,J2,2
Cameroon,K1,17
Cameroon,K2,1
Cameroon,L1,2
Cameroon,L2,1
Cameroon,O2,1
Cameroon,P1,2
Cameroon,P3,1
Cameroon,R1,1
Canada,A1,8
Canada,A2,5
Canada,B1/B2,22
Canada,C1/D,1
Canada,E1,81
Canada,E2,508
Canada,E3D,1
Canada,F1,5
Canada,G2,1
Canada,G3,1
Canada,G4,32
Canada,H1B,3
Canada,H4,10
Canada,J1,4
Canada,J2,4
Canada,K1,68
Canada,K2,3
Canada,L1,8
Canada,L2,19
Canada,NATO2,7
Canada,NATO5,5
Canada,NATO6,1
Canada,O1,2
Canada,P1,3
Canada,P3,1
Canada,R2,1
Canada,TN,3
Canada,U1,2
Cayman Islands,B1/B2,107
Cayman Islands,M1,1
Cayman Islands,O1,1
Central African Republic,A1,1
Central African Republic,A2,1
Central African Republic,B1/B2,7
Central African Republic,G1,3
Central African Republic,G2,8
Central African Republic,G4,3
Central African Republic,J1,2
Central African Republic,R1,1
Chad,A1,1
Chad,A2,40
Chad,B1/B2,57
Chad,F1,3
Chad,G2,10
Chad,G4,1
Chad,H4,1
Chad,K1,1
Chile,A1,4
Chile,A2,37
Chile,B1,13
Chile,B1/B2,888
Chile,B2,3
Chile,C1,5
Chile,C1/D,129
Chile,C3,13
Chile,E1,2
Chile,E2,10
Chile,E3D,1
Chile,F1,73
Chile,F2,14
Chile,G4,11
Chile,H1B,23
Chile,H1B1,154
Chile,H2A,8
Chile,H4,134
Chile,I,2
Chile,J1,64
Chile,J2,11
Chile,K1,4
Chile,K2,1
Chile,L1,30
Chile,L2,43
Chile,M1,2
Chile,O1,11
Chile,O2,3
Chile,O3,11
Chile,P1,22
Chile,P3,8
Chile,P4,4
Chile,R1,1
China - mainland,A1,36
China - mainland,A2,17
China - mainland,B1,171
China - mainland,B1/B2,"41,020"
China - mainland,B2,11
China - mainland,C1,20
China - mainland,C1/D,669
China - mainland,C3,5
China - mainland,CW1,18
China - mainland,CW2,2
China - mainland,E2,7
China - mainland,E2C,1
China - mainland,E3D,3
China - mainland,F1,"1,179"
China - mainland,F2,110
China - mainland,G1,9
China - mainland,G2,40
China - mainland,G4,45
China - mainland,G5,1
China - mainland,H1B,"3,167"
China - mainland,H3,7
China - mainland,H4,260
China - mainland,I,3
China - mainland,J1,608
China - mainland,J2,147
China - mainland,K1,22
China - mainland,L1,434
China - mainland,L2,261
China - mainland,M1,34
China - mainland,O1,90
China - mainland,O2,4
China - mainland,O3,13
China - mainland,P1,46
China - mainland,P3,57
China - mainland,Q1,15
China - mainland,R1,4
China - mainland,TD,7
Colombia,A1,6
Colombia,A2,301
Colombia,B1,40
Colombia,B1/B2,"35,372"
Colombia,BBBCC,1
Colombia,C1,14
Colombia,C1/D,186
Colombia,C2,1
Colombia,C3,9
Colombia,E1,14
Colombia,E2,51
Colombia,F1,154
Colombia,F2,20
Colombia,G2,1
Colombia,G4,43
Colombia,G5,2
Colombia,H1B,52
Colombia,H2A,27
Colombia,H2B,53
Colombia,H3,2
Colombia,H4,26
Colombia,I,23
Colombia,J1,689
Colombia,J2,18
Colombia,K1,165
Colombia,K2,40
Colombia,L1,43
Colombia,L2,69
Colombia,M1,4
Colombia,O1,39
Colombia,O2,61
Colombia,O3,19
Colombia,P1,62
Colombia,P3,67
Colombia,P4,7
Colombia,Q1,19
Colombia,R1,7
Colombia,R2,2
Colombia,TD,5
Colombia,U3,1
Comoros,B1/B2,3
"Congo, Democratic Republic of the",A2,11
"Congo, Democratic Republic of the",B1,1
"Congo, Democratic Republic of the",B1/B2,768
"Congo, Democratic Republic of the",F1,56
"Congo, Democratic Republic of the",F2,3
"Congo, Democratic Republic of the",G2,44
"Congo, Democratic Republic of the",G4,10
"Congo, Democratic Republic of the",J1,2
"Congo, Democratic Republic of the",K1,23
"Congo, Democratic Republic of the",L1,1
"Congo, Democratic Republic of the",O1,1
"Congo, Democratic Republic of the",P1,1
"Congo, Democratic Republic of the",T4,1
"Congo, Republic of the",A1,5
"Congo, Republic of the",A2,9
"Congo, Republic of the",B1/B2,174
"Congo, Republic of the",F1,7
"Congo, Republic of the",G4,3
"Congo, Republic of the",J1,2
Costa Rica,A2,8
Costa Rica,B1,4
Costa Rica,B1/B2,"7,369"
Costa Rica,C1,1
Costa Rica,C1/D,27
Costa Rica,C3,3
Costa Rica,E2,4
Costa Rica,F1,11
Costa Rica,F2,1
Costa Rica,G4,3
Costa Rica,H1B,11
Costa Rica,H2A,23
Costa Rica,H2B,28
Costa Rica,H3,1
Costa Rica,H4,10
Costa Rica,J1,12
Costa Rica,J2,4
Costa Rica,K1,8
Costa Rica,K2,2
Costa Rica,L1,25
Costa Rica,L2,12
Costa Rica,O3,1
Costa Rica,P1,1
Costa Rica,R1,3
Cote d'Ivoire,A2,12
Cote d'Ivoire,B1/B2,676
Cote d'Ivoire,C1/D,5
Cote d'Ivoire,C2,2
Cote d'Ivoire,F1,25
Cote d'Ivoire,F2,2
Cote d'Ivoire,G1,5
Cote d'Ivoire,G2,26
Cote d'Ivoire,G4,9
Cote d'Ivoire,H1B,1
Cote d'Ivoire,I,1
Cote d'Ivoire,J1,3
Cote d'Ivoire,J2,1
Cote d'Ivoire,K1,9
Cote d'Ivoire,L2,1
Cote d'Ivoire,M1,1
Cote d'Ivoire,O1,1
Cote d'Ivoire,P1,2
Cote d'Ivoire,P3,2
Croatia,A2,1
Croatia,B1,24
Croatia,B1/B2,100
Croatia,C1/D,51
Croatia,F1,1
Croatia,G4,3
Croatia,H1B,2
Croatia,I,1
Croatia,J1,124
Croatia,J2,2
Croatia,K1,1
Croatia,L1,11
Croatia,O3,1
Croatia,P1,2
Croatia,P4,1
Cuba,A1,8
Cuba,A2,6
Cuba,A3,1
Cuba,B1,73
Cuba,B1/B2,127
Cuba,B2,611
Cuba,BBBCC,1
Cuba,C1,3
Cuba,F1,1
Cuba,G1,21
Cuba,G2,11
Cuba,G4,1
Cuba,J1,10
Cuba,J2,4
Cuba,K1,49
Cuba,K2,30
Cuba,L1,1
Cuba,O1,1
Cuba,P1,37
Cuba,P3,13
Cuba,P4,2
Cyprus,A2,4
Cyprus,B1/B2,520
Cyprus,C1/D,7
Cyprus,F1,2
Cyprus,G2,7
Cyprus,J1,5
Cyprus,O1,1
Czech Republic,A1,2
Czech Republic,A2,10
Czech Republic,B1,1
Czech Republic,B1/B2,190
Czech Republic,C1/D,35
Czech Republic,E2,1
Czech Republic,F1,4
Czech Republic,G2,15
Czech Republic,G3,1
Czech Republic,G4,1
Czech Republic,H1B,3
Czech Republic,H4,2
Czech Republic,I,4
Czech Republic,J1,44
Czech Republic,J2,13
Czech Republic,K1,4
Czech Republic,L1,15
Czech Republic,L2,15
Czech Republic,M1,1
Czech Republic,NATO2,34
Czech Republic,O1,4
Czech Republic,O2,2
Czech Republic,P1,7
Czech Republic,P4,1
Czech Republic,R2,3
Denmark,A1,7
Denmark,A2,30
Denmark,B1,1
Denmark,B1/B2,235
Denmark,C1/D,36
Denmark,E1,2
Denmark,E2,17
Denmark,E3D,1
Denmark,F1,13
Denmark,F2,3
Denmark,G1,2
Denmark,G2,46
Denmark,G3,1
Denmark,G4,7
Denmark,H1B,3
Denmark,H2A,1
Denmark,H3,1
Denmark,I,9
Denmark,J1,48
Denmark,J2,4
Denmark,K1,2
Denmark,L1,32
Denmark,L2,11
Denmark,NATO2,3
Denmark,NATO4,1
Denmark,O1,16
Denmark,O2,3
Denmark,O3,1
Denmark,P1,2
Denmark,P3,1
Denmark,P4,4
Djibouti,A2,1
Djibouti,B1,3
Djibouti,B1/B2,14
Djibouti,F1,1
Dominica,A2,1
Dominica,B1/B2,238
Dominica,C1/D,10
Dominica,F1,5
Dominica,G1,1
Dominica,H1B,2
Dominica,J1,3
Dominican Republic,A1,3
Dominican Republic,A2,23
Dominican Republic,B1,28
Dominican Republic,B1/B2,"11,719"
Dominican Republic,C1,4
Dominican Republic,C1/D,61
Dominican Republic,C3,2
Dominican Republic,E2,3
Dominican Republic,F1,32
Dominican Republic,G2,4
Dominican Republic,G4,8
Dominican Republic,G5,1
Dominican Republic,H1B,11
Dominican Republic,H2A,1
Dominican Republic,H2B,6
Dominican Republic,H4,5
Dominican Republic,I,13
Dominican Republic,J1,47
Dominican Republic,J2,2
Dominican Republic,K1,151
Dominican Republic,K2,35
Dominican Republic,L1,10
Dominican Republic,L2,17
Dominican Republic,O1,3
Dominican Republic,O2,5
Dominican Republic,O3,2
Dominican Republic,P1,138
Dominican Republic,P4,39
Dominican Republic,R1,5
Dominican Republic,R2,3
Dominican Republic,U3,2
Ecuador,A1,5
Ecuador,A2,64
Ecuador,A3,1
Ecuador,B1,32
Ecuador,B1/B2,"18,229"
Ecuador,B2,1
Ecuador,C1,2
Ecuador,C1/D,49
Ecuador,C3,2
Ecuador,E2,6
Ecuador,F1,69
Ecuador,F2,2
Ecuador,G2,3
Ecuador,G4,16
Ecuador,H1B,22
Ecuador,H2A,7
Ecuador,H2B,16
Ecuador,H4,5
Ecuador,I,3
Ecuador,J1,658
Ecuador,J2,3
Ecuador,K1,15
Ecuador,K2,4
Ecuador,L1,10
Ecuador,L2,10
Ecuador,O1,7
Ecuador,O2,1
Ecuador,O3,1
Ecuador,P1,20
Ecuador,R1,2
Ecuador,T3,1
Ecuador,TD,1
Ecuador,U3,1
Egypt,A1,4
Egypt,A2,66
Egypt,A3,3
Egypt,B1,8
Egypt,B1/B2,"7,919"
Egypt,C1,1
Egypt,C1/D,161
Egypt,C2,2
Egypt,F1,75
Egypt,F2,42
Egypt,G1,2
Egypt,G2,10
Egypt,G4,21
Egypt,H1B,29
Egypt,H2A,25
Egypt,H4,22
Egypt,I,5
Egypt,J1,81
Egypt,J2,48
Egypt,K1,58
Egypt,K2,6
Egypt,L1,25
Egypt,L2,39
Egypt,M1,2
Egypt,O1,4
Egypt,O2,3
Egypt,O3,2
Egypt,P1,2
Egypt,R1,3
Egypt,R2,8
El Salvador,A1,2
El Salvador,A2,56
El Salvador,A3,1
El Salvador,B1,7
El Salvador,B1/B2,"3,165"
El Salvador,B2,1
El Salvador,C1,10
El Salvador,C1/D,26
El Salvador,C3,3
El Salvador,F1,9
El Salvador,G2,1
El Salvador,G3,1
El Salvador,G4,19
El Salvador,H1B,8
El Salvador,H2A,54
El Salvador,H2B,856
El Salvador,I,1
El Salvador,J1,21
El Salvador,K1,18
El Salvador,K2,5
El Salvador,L1,2
El Salvador,L2,1
El Salvador,O1,1
El Salvador,P3,1
El Salvador,R1,2
El Salvador,T2,1
El Salvador,T3,4
El Salvador,TD,1
El Salvador,U2,2
El Salvador,U3,11
Equatorial Guinea,A1,1
Equatorial Guinea,A2,4
Equatorial Guinea,B1/B2,59
Equatorial Guinea,F1,4
Equatorial Guinea,G2,4
Eritrea,A2,1
Eritrea,A3,2
Eritrea,B1,3
Eritrea,B1/B2,69
Eritrea,G2,2
Eritrea,G4,4
Eritrea,J1,1
Eritrea,K1,11
Eritrea,K2,2
Eritrea,R1,2
Eritrea,T3,2
Estonia,A1,6
Estonia,A2,4
Estonia,B1,2
Estonia,B1/B2,29
Estonia,C1/D,10
Estonia,F1,1
Estonia,G1,2
Estonia,G2,7
Estonia,G4,2
Estonia,H1B,1
Estonia,I,4
Estonia,J1,36
Estonia,J2,1
Estonia,K1,1
Estonia,L1,2
Estonia,NATO2,16
Estonia,O1,1
Estonia,O3,2
Estonia,P1,1
Estonia,P3,1
Eswatini,A1,1
Eswatini,B1/B2,35
Eswatini,G2,7
Eswatini,H1B,1
Eswatini,J1,3
Ethiopia,A1,1
Ethiopia,A2,22
Ethiopia,A3,1
Ethiopia,B1,2
Ethiopia,B1/B2,"1,505"
Ethiopia,C1,1
Ethiopia,C1/D,121
Ethiopia,C2,4
Ethiopia,D,3
Ethiopia,E2,1
Ethiopia,F1,25
Ethiopia,F2,3
Ethiopia,G2,4
Ethiopia,G4,48
Ethiopia,H1B,7
Ethiopia,H4,2
Ethiopia,J1,17
Ethiopia,J2,8
Ethiopia,K1,76
Ethiopia,K2,5
Ethiopia,M1,1
Ethiopia,P1,2
Ethiopia,P3,4
Ethiopia,P4,3
Fiji,A2,11
Fiji,B1/B2,247
Fiji,C1,6
Fiji,C1/D,18
Fiji,C2,2
Fiji,G1,5
Fiji,G2,3
Fiji,G4,10
Fiji,I,1
Fiji,J1,3
Fiji,K1,3
Fiji,M1,2
Fiji,P1,2
Fiji,P4,1
Finland,A1,2
Finland,A2,30
Finland,B1,3
Finland,B1/B2,64
Finland,C1/D,92
Finland,E2,7
Finland,E3D,1
Finland,F1,2
Finland,F2,4
Finland,G2,10
Finland,G3,1
Finland,G4,3
Finland,H1B,1
Finland,H2A,4
Finland,H4,3
Finland,I,2
Finland,J1,21
Finland,J2,6
Finland,K1,5
Finland,L1,15
Finland,L2,5
Finland,NATO2,118
Finland,O1,4
Finland,O2,1
Finland,O3,1
Finland,P1,6
France,A1,5
France,A2,106
France,B1,5
France,B1/B2,"1,326"
France,B2,2
France,C1/D,545
France,C3,13
France,E1,16
France,E2,269
France,E3D,1
France,F1,153
France,F2,9
France,G1,5
France,G2,14
France,G3,1
France,G4,78
France,H1B,52
France,H2A,1
France,H4,11
France,I,75
France,J1,584
France,J2,27
France,K1,17
France,L1,253
France,L2,201
France,M1,6
France,NATO1,1
France,NATO2,12
France,NATO4,3
France,NATO6,1
France,O1,56
France,O2,30
France,O3,13
France,P1,110
France,P3,11
France,P4,1
France,Q1,26
France,R1,3
Gabon,A2,10
Gabon,B1/B2,91
Gabon,E2,1
Gabon,F1,8
Gabon,G4,2
"Gambia, The",A2,3
"Gambia, The",B1/B2,76
"Gambia, The",C1,29
"Gambia, The",C1/D,8
"Gambia, The",F1,3
"Gambia, The",G2,30
"Gambia, The",J1,3
"Gambia, The",K1,20
Georgia,A2,51
Georgia,B1,1
Georgia,B1/B2,602
Georgia,C1/D,79
Georgia,F1,2
Georgia,G1,2
Georgia,G2,2
Georgia,G4,2
Georgia,H1B,3
Georgia,I,5
Georgia,J1,13
Georgia,K1,5
Georgia,L1,1
Georgia,L2,2
Georgia,O1,4
Germany,A1,17
Germany,A2,107
Germany,B1,6
Germany,B1/B2,"2,284"
Germany,C1/D,585
Germany,C3,2
Germany,D,1
Germany,E1,18
Germany,E2,337
Germany,E3D,1
Germany,F1,121
Germany,F2,7
Germany,G1,3
Germany,G2,23
Germany,G3,2
Germany,G4,45
Germany,H1B,35
Germany,H3,1
Germany,H4,10
Germany,I,84
Germany,J1,593
Germany,J2,54
Germany,K1,18
Germany,K2,1
Germany,L1,220
Germany,L2,108
Germany,M1,16
Germany,NATO2,25
Germany,NATO4,2
Germany,NATO6,34
Germany,O1,55
Germany,O2,26
Germany,O3,11
Germany,P1,81
Germany,P3,2
Germany,P4,6
Germany,Q1,6
Germany,R1,5
Germany,TD,1
Ghana,A2,62
Ghana,B1,1
Ghana,B1/B2,"1,893"
Ghana,C1,1
Ghana,C1/D,48
Ghana,C2,5
Ghana,C3,2
